movieId,genome_tags_top20
4802,submarine|comedy|wartime|screwball comedy|light|funny|fun movie|world war ii|farce|wwii|chase
4803,obsession|suspenseful|tense|thriller|oscar (best actress)|psychological|suspense|psychology|directorial debut|ominous|original|enigmatic|interesting|claustrophobic|sexy|mentor|intense|creepy|california|paranoia
4804,1930s|oscar|mentor|original|gangsters|drama
4805,interracial romance|oscar (best supporting actor)|japan|women|culture clash|tokyo|oscar (best actress)|oscar (best supporting actress)|love story|relationships|stereotypes|foreign|dramatic|japanese|romance|love|prejudice|oscar (best directing)|marriage|movielens top pick
4806,oscar (best foreign language film)|holocaust|criterion|jews|nazi|nazis|world war ii|fascism|foreign|amazing cinematography|genocide|poland|golden palm|jewish|anti-semitism|allegory|guilt|life & death|intimate|breathtaking
4807,teen movie|teen|geeks|1980s|teenager|80s|beer|fun movie|teens|virginity|good soundtrack|sex comedy|comedy|drinking|college|nerds|original|sexy|silly fun
4808,remake|obsession|suspense|original|kidnapping|happy ending
4809,death|fighting the system|workplace|mentor|dramatic|terminal illness|life & death|cancer|drama|oscar (best actress)|tragedy|working class|environment|based on true story|life philosophy|corruption|biographical|oscar|true story|loneliness
4810,psychiatry|mental hospital|intense|schizophrenia|original|very interesting|interesting|adapted from:book|based on book|social commentary|runaway|hospital|mentor|women|psychiatrist|book|nudity (topless - brief)|based on a book|nudity (topless)|mental illness
4811,rebellion|rock and roll|adolescence|cult classic|good soundtrack|1960s|london|music|coming of age|drugs|cult film|working class|motorcycle|criterion|drug abuse|british|great soundtrack|runaway|loneliness|original
4812,space|space program|nasa|astronauts|camp|space travel|fun movie|robot|scifi|kids|80s|family|mars|fantasy|adventure
4813,space travel|sci-fi|scifi|science fiction|sci fi|space|end of the world|based on a book|special effects|futuristic|science|mars|natural disaster|technology|first contact|astronauts|catastrophe|1950s|survival|talky
4814,surveillance|kidnapping|suspense|psychiatrist|suspenseful|thriller|police investigation|chase|predictable|good
4815,childhood|coming of age|mentor|adapted from:book|based on book|based on a book|innocence lost|books|unlikely friendships|bullying|friendship|story|coming-of-age|original|adaptation|good
4816,comedy|goofy|funny as hell|dumb but funny|stupidity|hilarious|stupid as hell|stupid|funniest movies|dumb|silly fun|spoof|funny|brainwashing|satire|silly|absurd|parody|fashion|humorous
4817,relationships|independent film
4818,sports|fun movie|bad plot|good soundtrack|so bad it's funny|awesome soundtrack
4819,long|relationships|enigmatic
4821,suspenseful|suspense|thriller|tense|chase|road movie|teen movie|alternate endings|twist ending
4822,bullying|kids|childhood|children|kids and family|school|teen movie
4823,romantic comedy|chick flick|romantic|destiny|good romantic comedies|love story|romance|girlie movie|happy ending|sweet|shopping|feel-good|cute|new york city|sappy|relationships|wedding|cute!|predictable|feel good movie
4824,music|musicians|original|intimate|san francisco|love|friendship|family|good|documentary|chase|great movie|great music|based on book|great
4825,intimate|criterion|argentina|enigmatic|golden palm|spanish
4826,best war films|war|world war ii|wwii|war movie|africa|forceful|tense|brutality|camp|original|wartime|visceral|bleak|german|harsh|gunfight|germany|survival|insanity
4827,splatter|death|horror|vengeance|supernatural|original|halloween|murder
4828,paris|french|teen|teen movie|dreams|teens|nostalgic|adolescence|high school|coming of age|teenager|girlie movie|france|love|cheerleading
4829,suspense|allegory|claustrophobic|disturbing|greed|suspenseful|tense|brutality|murder|camp|idiotic|violent|violence|psychological
4830,prison|corruption|drama|mentor|great acting|based on true story|good|true story|based on book|prison escape|based on a book|brutality|harsh|dramatic
4831,music|camp|gay|80s|male nudity|so bad it's funny|bad acting|musical
4832,innocence lost|runaway|small town|unlikely friendships|road movie
4833,haunted house|ghosts|eerie|creepy|supernatural|suspense|frightening|horror|ominous|mystery|original|suspenseful|scary|gothic|great acting|weird|murder|dark|atmospheric|dark fantasy
4834,marijuana|weed|drugs|stoner movie|goofy|funniest movies|comedy|stupidity|original|very funny
4835,oscar (best actress)|biopic|rags to riches|biographical|music|based on a book|biography|mentor|based on true story|based on a true story|drama|true story|great acting|oscar (best directing)|oscar (best supporting actress)|oscar|musicians|original
4836,classical music|music|love story|musicians|mentor|san francisco|romantic|romance|mozart|romantic comedy|feel-good|drama
4837,gay|gay character|serial killer|bdsm|homosexuality|male nudity|police investigation|undercover cop|murder mystery|pornography|queer|glbt|detective|murder|controversial|sexual|homophobia|police|brutality|investigation
4838,punk|splatter|brutality|stylish
4839,horror|splatter|slasher|blood|gory|nazi|gore|low budget|original|murder|bad acting|supernatural|teens|weird|bloody|independent film
4840,world war ii|wartime|nazis|france|french|adultery|criterion|paris|nazi|wwii|jews|love triangles|relationships|affectionate|anti-semitism|jewish|claustrophobic|german
4841,rock and roll|gay|70mm|good|awesome soundtrack|80s
4842,africa|war|based on a book|weapons|action|revolution|civil war|military|spying|betrayal|original|greed
4844,heist|bank robbery|caper|robbery|comedy|prison escape|entertaining|fun movie|great ending
4845,stupid|comedy|silly fun|idiotic|goofy|saturday night live|funny|silly|stupidity|hilarious|dumb|very funny|stupid as hell|dumb but funny|predictable|funniest movies|so bad it's funny|absurd|original|family
4846,martial arts|kung fu|wuxia|fight scenes|hong kong|china|action|fighting|original|foreign|dragons|storytelling
4847,sexual|intimate|pornography|controversial|sisters|adolescence|sexuality|criterion|rape|male nudity|virginity|sex|erotic|nudity (full frontal - notable)|nudity (full frontal)|relationships|disturbing|brutality|bleak|sexualized violence
4848,lynch|surreal|mindfuck|weird|enigmatic|surrealism|non-linear|visually appealing|dreams|confusing|hallucinatory|art house|strange|cerebral|dreamlike|bizarre|golden palm|twists & turns|complex|complicated
4849,friendship|unlikely friendships|independent film|goth|feel-good|teen movie|touching
4850,anime|japan|cyberpunk|animation|action|cyborgs|original|visually stunning|fight scenes|tokyo|japanese|based on a comic|ninja|fantasy world|giant robots|visually appealing|weapons|world politics
4851,rape|brutality|sexual abuse|good soundtrack|independent film|vengeance|guilt|brutal|adolescence|sexualized violence|mentor|rock and roll|life philosophy|pornography|goretastic|original|redemption|great
4852,horror|supernatural|splatter|blood|revenge|haunted house|predictable|bad plot|original|blaxploitation|demons
4853,suspense|action|chase|london|kidnapping|justice|original|fast paced|vengeance|crime|detective|classic car|action packed|surveillance|plot|hit men|gunfight|western|violent|good
4854,racing|las vegas|so bad it's funny|chase|hawaii
4855,vigilante|vigilantism|san francisco|crime|serial killer|tense|police|violence|gunfight|chase|violent|lone hero|forceful|justice|visceral|police investigation|gritty|detective|moral ambiguity|brutality
4856,space|narrated|original|documentary
4857,jews|judaism|oscar (best cinematography)|music|musical|broadway|jewish|good music|oscar (best directing)|family|long|russia|dance|father daughter relationship|great music|world politics
4858,space|documentary|life philosophy|space program|hip hop|fun movie|nasa|pornography|intimate|finnish|mentor|teen movie|nudity (topless - notable)|amy smart|very interesting
4860,goofy|teen movie|80s|silly fun|golf|comedy
4861,astronauts|space|nasa|space travel|space program|greed|fun movie|parallel universe
4862,islam|iran|women|culture clash|based on true story|family|girlie movie|israel|based on a book|middle east|doctors|religion
4863,male nudity|cult classic|satirical|independent film|weird|cult|irreverent|off-beat comedy|queer|camp|criterion|cult film|quotable|goofy
4864,underwater|ocean|vampire human love|life & death|disaster
4865,serial killer|police investigation|murder|murder mystery|london|dark|mystery|investigation|adapted from:comic|irish accent|detective|conspiracy theory|suspense|england|graphic novel|stylish|period piece|great ending|visually appealing|original
4866,prison|military|prison escape|mentor|corruption|good|action
4867,mother-son relationship|drama|coming of age|girlie movie|writer's life|drug addiction|based on true story|life|parenthood|dreams|mentor|destiny|adolescence
4868,assassin|hitman|hit men|vengeance|stylish|violent|assassins|mentor|revenge|assassination|fight scenes|brutality|betrayal
4869,argentina|gay|love|homosexuality|spanish|relationships|pornography|love story|betrayal|vengeance|sexual|gay character|brutality
4870,strippers|women|nudity (topless)|notable nudity|nudity (topless - notable)|nudity (full frontal - notable)|relationships|pornography|marijuana|sexy|multiple storylines|dancing|erotic|independent film|melancholic|drinking
4871,jews|anti-semitism|prejudice|jewish|israel|world war ii|nazis|wartime|independent film
4872,sexual|pornography|erotic|intimate|sexuality|male nudity|sex|nudity (full frontal)|relationships|censorship|nudity (full frontal - notable)|nudity (topless - notable)|independent film|controversial|art house|loneliness|sexy|voyeurism|weird
4873,dreams|existentialism|cerebral|visually appealing|surreal|philosophical|intellectual|philosophy|visually stunning|weird|talky|pretentious|metaphysics|imagination|life & death|life|thought-provoking|original|stylized|dreamlike
4874,alien|aliens|psychiatrist|space|science fiction|sci-fi|first contact|philosophical|doctors|cerebral|great acting|psychiatry|original|great ending|sci fi|thought-provoking|scifi|good|space travel|hospital
4875,romantic comedy|girlie movie|predictable|horrible|teen movie|chick flick|fun movie|cute!|romantic|original|idiotic
4876,ghosts|supernatural|haunted house|horror|remake|scary|ghosts/afterlife|special effects|original|bad acting
4877,sex|pornography|relationships|sexy|sexual|intimate|romantic comedy|erotic|life philosophy
4878,time loop|cerebral|weird|complicated|original|confusing|interesting|imdb top 250|dark|cult classic|psychological|complex|social commentary|enigmatic|insanity|schizophrenia|mindfuck|surreal|complicated plot|plot twist
4879,comedy|british comedy|london|bank robbery|british|original|nudity (topless - notable)
4880,cancer|touching|drama|terminal illness|single father|great acting|father son relationship|sentimental|mentor|sappy|relationships|dramatic|good soundtrack|emotional|redemption|feel-good|great ending|good|father-son relationship|life philosophy
4881,coen bros|neo-noir|black and white|noir|narrated|coen brothers|small town|cinematography|twists & turns|film noir|existentialism|weird|adultery|melancholic|great acting|enigmatic|storytelling|original|stylish|greed
4884,gay|glbt|judaism|israel|homosexuality|documentary|lesbian|jews|jewish|homophobia|sexual|queer|intimate|guilt|pornography|religion|sexuality|relationships|psychiatry|sex
4885,suspense|murder|thriller|predictable|police investigation|suspenseful
4886,pixar animation|oscar (best animated feature)|computer animation|children|monsters|animation|kids and family|cartoon|cute|animated|kids|story|original|heartwarming|pixar|imdb top 250|monster|fun|family|childhood
4887,martial arts|fight scenes|action|kung fu|sci-fi|good action|alternate universe|special effects|scifi|action packed|futuristic|sci fi|fighting|computer game|alternate reality|big budget|science fiction|cool|dynamic cgi action|technology
4888,talky|independent film|claustrophobic|dialogue|original|based on a play|relationships|cerebral|very interesting|weird|obsession|drugs|indie|good soundtrack|drinking|suburbia|interesting|intimate|drama|secrets
4889,heist|caper|twists & turns|crime|con artists|plot twist|robbery|con men|dialogue|betrayal|fast paced|greed|suspense|clever|surveillance|twist|surprise ending|cool|complicated plot|crime gone awry
4890,comedy|shallow|funny|romantic comedy|dumb|stereotypes|women|very funny|original
4892,relationships|artist|love story|love|maze|nudity (full frontal - notable)|doctors|life philosophy|drama|independent film
4893,suspense|suspenseful|serial killer|tense|detective|creepy|original|intense|police investigation|investigation|slasher
4894,time loop|time travel|motorcycle|scifi|alternate reality|future|chase|sci fi|sci-fi|adventure|desert|original|futuristic|time|racing|science fiction|road movie
4895,weed|hip hop|idiotic|drugs|pornography|musicians|music|stupidity|goofy|stupid|very funny|original|comedy
4896,wizards|emma watson|fantasy world|magic|adapted from:book|based on book|good versus evil|harry potter|based on a book|boarding school|books|fantasy|children|imagination|franchise|book|mythology|witches|modern fantasy|witch
4897,gay|male nudity|pornography|homosexuality|queer|independent film|homophobia|gay character|los angeles|original|glbt|obsession
4898,drugs|murder|original|twists & turns|drug addiction|twist|neo-noir|suspense|twist ending|police investigation|comedy|dark comedy|black comedy|film noir|murder mystery|weird
4899,comedy|funny|silly fun|predictable|medieval
4900,alaska|teen movie|stupidity|stupid|comedy|teen|so bad it's funny|dumb|funny as hell|funny|pg-13|beer|teens|idiotic
4901,spying|espionage|spies|spy|cold war|secrets|tom clancy|assassin|mentor|fast paced|surveillance|conspiracy|cia|secret service|assassination|plot twist|thriller|betrayal|action|twists & turns
4902,ghosts|supernatural|spanish|criterion|visually appealing|spanish civil war|creepy|civil war|dark|scary|original|storytelling|cinematography|dark fantasy|tense|drama|eerie|allegory|orphans|story
4903,drama|great acting|independent film|tragedy|oscar (best actress)|bleak|intimate|dramatic|murder|original|oscar (best directing)|exceptional acting|character study|powerful ending|emotional|depressing|realistic|guilt|cinematography|melancholic
4907,mafia|blaxploitation|organized crime|crime|violent|police|violence|suspense|mob|gangster|gunfight|gangsters|brutality|heist|investigation|gritty|corruption|police investigation|downbeat|murder
4908,france|criterion|censorship|french|political
4909,fun movie|satire
4911,gilliam|off-beat comedy|dark fantasy|weird|british comedy|original|criterion|surreal|medieval
4912,oscar (best actress)|musical|broadway|based on a play|rags to riches|oscar (best supporting actress)|girlie movie|oscar (best cinematography)|good music|oscar (best directing)
4914,criterion|talky|french|stylized|paris|existentialism|cynical|enigmatic|intimate|masterpiece|melancholic|imdb top 250|stylish|visually appealing|black and white|original|affectionate|golden palm|crime|artistic
4915,animals|fantasy|1980s|silly fun|nudity (topless)|sword fight|80s|bad acting|special effects|fight scenes|wizards|sword fighting|original|high fantasy|cult classic|adventure|sacrifice|vengeance|magic|action
4916,world war ii|wwii|interracial romance|best war films|japanese|wartime|historical|japan|history|factual|war|us history|fascism|sacrifice|bombs|dramatic
4917,war|history|historical|world war ii|wartime|military|wwii|us history|biopic|civil war|weapons|best war films|biography|mentor|forceful|chase|war movie|world war i|president
4918,world war ii|wwii|germany|wartime|german|nazis|anti-semitism|nazi|fascism|best war films|jews|jewish|war|drama|original|oscar (best directing)|stereotypes
4919,paris|stylish|stylized|french|cult film|colourful|original|france
4920,psychiatry|classic|psychiatrist|love|oscar (best actress)|romantic|relationships|romance|oscar (best directing)|adultery|transformation|talky|adapted from:book|oscar (best supporting actress)|mother daughter relationship|compassionate|original|loneliness
4921,literary adaptation|adapted from:book|based on a book|sisters|period piece|girlie movie|based on book|adaptation|coming of age|runaway|women|oscar (best actress)|literature|oscar (best directing)|civil war|classic|oscar (best supporting actress)
4922,best war films|world war ii|wwii|war|original|fun movie|sacrifice|revenge
4923,world war ii|wartime|wwii|best war films|war|japan|propaganda|forceful
4924,world war ii|rome|wwii|german|best war films|women|italy|sacrifice|wartime
4925,spoof|parody|goofy|satire|absurd|comedy|humorous|satirical|hilarious|funny|silly|ensemble cast|silly fun|original|off-beat comedy|farce
4926,off-beat comedy
4927,enigmatic|ominous|dreams|creepy|criterion|dreamlike|australia|eerie|mystery|weird|surreal|lawyer|visually stunning|cerebral|cult film|nocturnal|existentialism|greed|metaphysics|visual
4928,criterion|obsession|enigmatic|cerebral|sexual|surreal|talky|surrealism|golden palm|relationships|cynical|stylized|women|weird|absurd|psychology|paris|satire|affectionate|satirical
4929,comedy|original
4930,cold war|spies|espionage|spying|spy|east germany|secret service|secrets|tense|berlin|brainwashing|russian|wartime|007|london|thriller|complicated plot|suspense|british|bond
4932,nudity (full frontal - brief)|hitchcock|erotic|sexual|murder|suspense|obsession|serial killer|suspenseful|psychiatrist|voyeurism|thriller|stylish|manipulation|violence|sexualized violence|criterion|tense|police investigation|murder mystery
4933,kids and family|australia|childhood|original|cancer|mentor|death|australian|touching
4934,vigilante|violence|vigilantism|vengeance|brutality|revenge|new york|splatter|violent
4935,enigmatic|obsession|weird|greed|cerebral|criterion|mockumentary|fake documentary
4936,music|dance|high school|musical|dancing|teen movie|teen|musicians|good music|teens|great music|80s|new york city|drama|1980s
4937,very funny|original
4938,obsession|reflective|criterion|enigmatic
4939,time travel|world war ii|science fiction|wwii|future|sci fi|sci-fi|scifi|aviation|history|technology|wartime|catastrophe|first contact|us history|alternate history|special effects
4940,police investigation|detective|serial killer|murder|investigation|suspense|vigilante|vigilantism|murder mystery|obsession|adapted from:book|tense|hospital
4941,notable soundtrack|camp|scifi|space opera|sci-fi|cult classic|sci fi|science fiction|based on a comic|special effects|cult film|campy|silly fun|futuristic|fun movie|mad scientist|space|pulp|space travel|original
4942,mars|space|alien|sci-fi|space travel|astronauts|science fiction|scifi|sci fi|spiders|space opera|aliens|first contact|monster|special effects|futuristic|monsters|nasa|science|silly
4943,monsters|monster|special effects|stop motion|jungle|silly|based on a book|so bad it's funny|sci-fi|adventure|fantasy|mad scientist|natural disaster|dinosaurs|pulp
4944,spiders|special effects|bad acting|monster|idiotic|original|horrible|so bad it's funny|natural disaster|bad plot|low budget|sci fi|island
4945,san francisco|police|chase|vigilantism|action|vigilante|good action|vengeance|alcatraz|gunfight|forceful|kidnapping|franchise|action packed|violence|corruption|series|violent|detective|weapons
4946,undercover cop|martial arts|action|chase|silly fun|death|mentor|good action
4947,police|chase|police corruption|corruption|las vegas|action|organized crime|motorcycle|hitman|good action|gunfight|detective|fast paced|hit men|violence|realistic action|violent|mentor|action packed|assassination
4949,good action|action|violence|ninja|martial arts|weapons|explosions|chase|action packed|80s|vengeance|vigilante|lone hero|fun movie|realistic action
4950,martial arts|action|texas|kung fu|arms dealer|mentor|fight scenes|violence|good action|fighting
4951,based on a book|adapted from:book|innocence lost|island|based on book|adaptation|books|book|original|allegory|book was better|good soundtrack
4952,alien|space|aliens|british comedy|astronauts|parody|scifi|spoof|sci fi|sci-fi|alien invasion|satire|light
4953,sequel|adventure|island|dinosaurs|special effects|monster|chase|jungle|based on a book|fantasy|futuristic|original|sci fi|stop motion|scifi
4954,heist|caper|casino|las vegas|cool|robbery|remake|entertaining|fun movie|good soundtrack|chase|original
4955,based on a book|mafia|nudity (topless)
4956,original|social commentary|eccentricity|talky|cult film|absurd|quirky|cinematography|satirical|oscar (best actress)|complex|good soundtrack|cult classic|enigmatic|imagination|dialogue
4957,vigilante|vigilantism|rape|chase|vengeance|violence|san francisco|revenge|brutality|murder|justice|gunfight|action|police|franchise|suspense|good action|crime|investigation|violent
4958,action|military|war|good action|realistic action|tom clancy|action packed|chase|genocide|weapons|pg-13|best war films|survival|big budget|explosions|suspense|gunfight
4959,18th century|period piece|costume drama|historical|france|revolution|history|family|conspiracy|drama|suspense|original|betrayal
4960,independent film|comedy|weird|documentary|off-beat comedy|funny|hilarious
4961,pornography|documentary|movie business|sex|drugs|queer|nudity (full frontal - notable)|sexual
4962,western|gunfight|texas|civil war|american civil war
4963,heist|caper|cool|con artists|ensemble cast|casino|con men|entertaining|las vegas|plot twist|fun movie|robbery|fast paced|crime|twists & turns|action|fun|pg-13|remake|clever
4964,love|iran|love story|beautifully filmed|foreign|beautiful|stunning
4965,independent film|women|workplace|manipulation|drinking|rape
4966,sci-fi|scifi|science fiction|sci fi|tense|special effects|spiders|existentialism|classic|cerebral|allegory|downbeat|1950s|original|philosophical|based on a book|loneliness|survival|weird|suspense
4967,oscar (best foreign language film)|war|social commentary|foreign|ethnic conflict|war movie|tense|best war films|satire|thought-provoking|forceful|genocide|dramatic|original|imdb top 250|realistic|dark humor|civil war|powerful ending|anti-war
4968,biographical|drugs|independent film|original|addiction|biopic|nudity (full frontal - notable)
4969,murder mystery|adapted from:book|mystery|literary adaptation|crime|murder|suspense|classic|imdb top 250|based on book|suspenseful|indians|black and white|island|original|clever|based on a book|adaptation|twists & turns|witty
4970,talky|germany|german|criterion|black and white|obsession|enigmatic|silent|cynical|melancholic|masterpiece|imdb top 250|1930s|loneliness|sexy
4971,new york city|russia|immigrants|russian|writer's life
4972,writer's life|romantic comedy|original|queer|based on a play|comedy
4973,imagination|feel-good|destiny|feel good movie|imdb top 250|loneliness|sweet|visually appealing|storytelling|heartwarming|whimsical|narrated|foreign|romantic|life|beautifully filmed|cinematography|french|melancholic|visually stunning
4974,spoof|parody|cheerleading|teen movie|teen|dumb but funny|high school|teens|funny as hell|silly fun|geeks|hilarious|stupidity|comedy|funny|stereotypes|stupid|nudity (topless - notable)|virginity|dumb
4975,dreams|surreal|confusing|mindfuck|original|psychology|cerebral|existentialism|nonlinear|weird|alternate reality|psychological|complex|good soundtrack|science fiction|virtual reality|twist ending|twists & turns|great ending|interesting
4976,writer's life|nudity (topless - notable)|love|relationships|biopic|touching|heartbreaking|biographical|aging|disability|life|love story|mentor|great acting|intellectual|bittersweet|nudity (full frontal - notable)
4977,islam|women|iran|middle east|desert|foreign
4978,relationships|infidelity|complex|adultery|police investigation|loneliness|independent film|drama|melancholic|enigmatic|midlife crisis|investigation|based on a play|complex characters|betrayal|original|intimate|ensemble cast|murder mystery|marriage
4979,off-beat comedy|dysfunctional family|dark humor|eccentricity|narrated|original|ensemble cast|quirky|deadpan|modern fantasy|weird|stylized|criterion|family bonds|humorous|good soundtrack|dark comedy|comedy|affectionate|storytelling
4980,future|afterlife|death|robot|time travel|adventure|fun movie|original|robots|sequels|cyborgs|goofy|rock and roll|good sequel
4981,british comedy|british|comedy|england|farce|school|original|funny|cult classic|good|chase|surveillance
4982,alien|monsters|monster|aliens|alien invasion|so bad it's funny|low budget|scifi|mars|science fiction|sci-fi|first contact|mad scientist|special effects|sci fi|original|united nations
4983,world war ii|nazi|espionage|nazis|germany|original|twists & turns|conspiracy|end of the world|spy|chase|dystopic future|corruption|high fantasy|distopia
4984,obsession|eccentricity|original|cult film|rebellion|adultery|marriage|stylish|british|irreverent|visually appealing|cerebral|surreal|surrealism|allegory|dialogue|divorce|insanity|british comedy|mental illness
4985,jungle|nudity (topless)|adventure|based on a comic|animals|so bad it's funny|sexy|original|horrible|africa|predictable
4986,martial arts|action|horror|vengeance|murder|kung fu|fight scenes|suspense|original|fighting|mad scientist|sci fi|pulp|chase
4987,space|space opera|sci-fi|scifi|space travel|sci fi|science fiction|futuristic|mutants|special effects|adventure|post apocalyptic|first contact|so bad it's funny|silly fun|post-apocalyptic|mars|desert|alien|pulp
4988,coming of age|teen movie|wilderness|camp|kids|adventure|mentor|teen|childhood|adolescence|teenager|friendship|teens|bullying|original|80s
4989,weed|marijuana|stoner movie|comedy|hip hop|funny|funny as hell|very funny|college
4990,oscar (best animated feature)|animation|computer animation|kids|cartoon|kids and family|children|family|alien|childhood|adventure|animated|original|fun
4991,comedy|chick flick|feel-good|romantic comedy|happy ending|predictable
4992,romantic comedy|chick flick|romantic|romance|love story|good romantic comedies|girlie movie|sweet|time travel|happy ending|fantasy|destiny|cute!|feel-good|fun movie|new york city|cute|future|predictable|fairy tale
4993,high fantasy|liv tyler|scenic|wizards|trilogy|fantasy world|mythology|modern fantasy|adapted from:book|imdb top 250|book was better|tolkien|dynamic cgi action|big budget|special effects|awesome soundtrack|epic|oscar (best effects - visual effects)|story|based on book
4994,small town|feel-good|drama|feel good movie|amnesia|california|sentimental|memory loss|dramatic|destiny|happy ending|sappy
4995,oscar (best picture)|schizophrenia|oscar (best directing)|math|oscar winner|mathematics|great acting|imdb top 250|oscar (best actor)|oscar (best supporting actress)|true story|biographical|genius|oscar|exceptional acting|mental illness|drama|biopic|based on a true story|biography
4996,surreal|stop motion|weird|surrealism|imagination|obsession|strange|disturbing|dreamlike|very interesting|original|stop-motion|bizarre|cerebral|insanity|visually appealing|enigmatic|psychological|criterion|creepy
4997,splatter|horror|goth|demons|gory|weird|teen movie|life philosophy|original|bad acting|stereotypes|blood|low budget
4998,oscar (best cinematography)|race issues|segregation|forceful|tense|oscar (best directing)|great acting|imdb top 250|racism|dramatic|oscar (best actress)|harsh|oscar|prejudice|black and white|original|unlikely friendships|prison escape|oscar (best actor)|oscar winner
4999,marriage|adultery|divorce|relationships|talky|criterion|oscar (best actress)|melancholic|infidelity|loneliness|1930s|paris|reflective|oscar (best directing)|intimate|black and white|based on a play|oscar (best supporting actress)|affectionate|cheating
5000,criterion|politics|political|visually appealing|weird
5001,world war ii|wwii|wartime|desert|german|germany|best war films|nazis|fascism|nazi|british|sacrifice|tense|war|survival|stereotypes|africa
5002,pornography|sex|drugs|sexual|sexualized violence|nudity|violence|drug abuse|weird|cult classic|psychedelic|cartoon|independent film|brutality|weed|stoner movie|bizarre|1960s|controversial|original
5003,nudity (full frontal - brief)|sex|violence|original|grindhouse|satirical|drugs|sequel|brutality|satire|stoner movie|surreal|1970s
5004,comedy|hilarious|funny|funniest movies|indians|absurd|classic|farce|original|slapstick|very funny
5005,hotel|oscar (best supporting actress)|oscar (best actor)|oscar (best actress)|based on a play|talky|black and white|oscar (best directing)|england|earnest|imdb top 250|original|dramatic|poignant|oscar (best picture)|downbeat|1950s|loneliness|classic|secrets
5006,male nudity|sexual|sexy|erotic|pornography|original|nudity|sex|sexuality|hong kong|surreal|fight scenes
5007,caper|oscar (best supporting actor)|heist|suspense|robbery|crime|fun movie|tense|twists & turns|suspenseful|talky|great ending|oscar (best directing)|surveillance|original|clever|light|classic|colourful|imdb top 250
5008,imdb top 250|courtroom drama|lawyers|murder|courtroom|murder mystery|court|dramatic|drama|surprise ending|lawyer|twists & turns|suspense|great acting|based on a play|twist ending|crime|mystery|great ending|oscar (best picture)
5009,biopic|biographical|biography|islam|sports|boxing|mentor|original
5010,best war films|war|war movie|oscar (best editing)|intense|realistic|violence|military|based on a book|realistic action|oscar (best directing)|visceral|action|factual|courage|true story|forceful|based on a true story|brutality|genocide
5011,france|wartime|world war ii|wwii|spies|love story|nazis|romance|espionage|spying|french|nazi|secrets
5012,musical|judaism|music|mentor
5013,murder mystery|secrets|ensemble cast|1930s|talky|england|costume drama|mystery|murder|police investigation|period piece|drama|british|enigmatic|british comedy|dialogue|witty|greed|original
5014,single father|touching|disability|father daughter relationship|love|sentimental|emotional|great acting|feel-good|bittersweet|sad but good|dramatic|tear jerker|feel good movie|heartwarming|parenthood|good|sappy|original|heartbreaking
5015,oscar (best actress)|interracial romance|race issues|tragedy|redemption|social commentary|great acting|oscar (best directing)|pornography|oscar|relationships|depression|dramatic|drama|nudity (full frontal - notable)|racism|loneliness|death penalty|intense|small town
5016,adapted from:book|based on a book|single father|based on book|irish accent|father daughter relationship|midlife crisis|adaptation
5017,noir thriller|noir|gangster|organized crime|film noir|crime|black and white|criterion|downbeat|detective|corruption|police corruption|gangsters|violent|police|bleak|innocence lost|forceful|death|revenge
5018,surrealism|surreal|road movie|weird|obsession|hallucinatory|dark fantasy|strange|original|redemption|cult classic|life philosophy|insanity|bizarre|imagination|dreams|road trip|allegory|clever|absurd
5021,murder mystery|detective|spoof|mystery|parody|murder|ensemble cast|comedy|twists & turns|investigation|hilarious|silly fun|silly|goofy|funny|great ending|private detective|original|police investigation|clever
5022,manipulation|enigmatic|reflective|england|criterion|black and white|psychological|weird|psychology|london|british|tense|drama|claustrophobic|allegory|relationships|cerebral|grim|social commentary|talky
5023,disability|independent film|character study|nudity (topless - notable)|original|compassionate|poignant|drama|life|relationships|intimate|depression
5024,male nudity|intimate|innocence lost|relationships|loneliness|reflective|melancholic|gay|depression|queer|pornography
5025,comedy|coming of age|teen movie|teen|california|funny|college|good soundtrack|pg-13|stoner movie|awesome soundtrack|original|very funny|teens
5026,martial arts|18th century|fight scenes|kung fu|action|amazing photography|visually stunning|stylized|france|visual|conspiracy|violence|vengeance|cinematography|period piece|original|visually appealing|storytelling|stylish|good action
5027,action|sequels|sequel|buddy movie|gunfight|good action|good sequel|san francisco|chase|original|comedy|action packed|prison
5028,loneliness|enigmatic|art house|melancholic|meditative|criterion|intimate|golden palm|weird
5029,neo-noir|detective|murder|noir thriller|nudity (topless - notable)|sexy|twists & turns|betrayal|great ending|plot twist|murder mystery|film noir|crime|nudity (full frontal - notable)|erotic|nudity (rear)|police investigation|suspenseful|thriller|twist ending
5033,espionage|spying|spies|russia|cold war|spy|secrets|adapted from:book|romance|russian|love story
5034,death|love|life & death|touching|afterlife|ghosts/afterlife|ghosts|love story|relationships|original|melancholic|bittersweet|romantic|sentimental
5035,adapted from:book|based on a book|adaptation|passionate|literature|books|book|melancholic
5036,hotel|oscar (best supporting actress)|comedy|sarcasm|farce|screwball|multiple storylines|oscar (best actress)|original|los angeles|california|dramatic|doctors|oscar
5037,irish|irish accent|sentimental|ireland|original
5038,wizards|dragons|magic|fantasy world|good versus evil|fantasy|high fantasy|imagination|fairy tale|animation|based on a book|medieval|mythology|childhood|dragon|dark fantasy|weird|based on book|original|visual
