movieId,user_tags_top10
7260,christianity|gay|mormon|gay lead character|homophobia|religion|low budget|comedy romance|los angeles|religious oppression
7261,blaxploitation|very funny
7262,bank robbery|climbing|bob*ola|california|children|heist|kristen stewart|plot holes|strong female lead
7263,hockey|sports|olympics|underdogs|inspirational|based on a true story|success is the best revenge|kurt russell|netflix|obsessive quests
7264,"comedy|grenoble trilogy|lucas belvaux|lucas belvaux's ""trilogy""|magnolia pictures"
7265,erotic|nudity (full frontal)|incest|nudity (full frontal - notable)|paris|sexual|controversial|male nudity|bernardo bertolucci|eva green
7266,low budget|parody|b-movie|homage|wacky scientist|amusing!|cheesy|sci-fi|spoof|alien life-form
7268,jealousy|nightclub|private detective
7269,"bronx, new york city|friends|italian|joseph b. vasquez|new york|police|subway"
7270,homosexuality|love triangle|nudity (topless)
7271,betamax
7272,blaxploitation|bd-r|confrontational|dealer|drugs|forceful|grim|gritty|mobster|new york
7273,detective|disco|ghetto|train
7274,bd-r|betamax|blaxploitation|boxing|church|gambling|gang|hypnosis|money
7275,african american|betamax|gambling|ghetto|lottery|male friendship|robbery|urban
7276,convict|crime|new york|nudity (topless)
7277,based on a book|cia|cold war|ian mcewan|less than 300 ratings
7279,court case|diamond|hiding place|less than 300 ratings|police|racist
7280,blaxploitation|vampire|barrel throwing|bd-r|campy|vampires
7281,vampire|sequel|bd-r|blacksploitation|blaxploitation|campy|vampires|voodoo
7282,comedy|drama|found footage|library|musicians|parody|rare|spoof
7283,world war ii|bd-r|betamax|clv|goldie hawn|home front|kurt russell|period piece|riveter|time of war
7284,abandoned factory|arson|clv|drug dealing|drug overdose|explosion|gang|gang war|gangster|ghetto
7285,teen|disturbing|drugs|adolescence|coming of age|evan rachel wood|nostalgic|nudity (topless - notable)|drama|melodramatic
7286,hal hartley|hal hartly|independent film|siblings
7287,mother son relationship|revenge|sailor|widow
7288,erich von stroheim|court|less than 300 ratings|library vhs|monte carlo|national film registry|silent film|wig
7289,christmas|burned alive|dvd-video|holidays|insane asylum
7290,bar|bd-r|clerk|harold lloyd|lion|preston sturges
7291,absent minded|pontiac|road trip
7292,armor|army|betamax|eddie murphy|engineer|error|incoherent|kgb|middle east|robin williams
7293,adam sandler|romance|drew barrymore|comedy|funny|happy ending|amnesia|memory loss|hawaii|short-term memory loss
7294,gene hackman|election|marcia gay harden|maura tierney|movie to see|president|ray romano
7295,"drama|grenoble trilogy|lucas belvaux|lucas belvaux's ""trilogy""|magnolia pictures"
7297,loneliness|quirky|atmospheric|bent hamer|humorous|unlikely friendships|bachelor|beobachtung|dani2006|deadpan
7298,r
7299,interesting cultural conflict via french viewpoint|cultural diversity|sentimental|unlikely friendships|adoption|arabian|atmospheric|car crash|child|crush
7300,car chase|road movie|cars|america|auto-tuning|bd-r|bet|cult film|denver|dvd
7301,criterion|austere|priest|robert bresson|small town|based on novel or book|bd-r|bleak|catholicism|christianity
7302,arabian nights|douglas fairbanks sr|apple|bagdad|clv|disguise|dvd-video|epic|fantasy|flying carpet
7303,adapted from:book|based on a true story|oscar (best cinematography)|oscar (best supporting actress)|true story|afi 100 (cheers)|bad adaptation|biography|but also a very|character based on real person:anne frank
7304,classical music|bee|bruno bozzetto|cat|creation|dinosaur|italian|legenda pt-br|music|parody
7305,crime|detective|great performances|mystery|psychological thriller|vhs
7306,luis estrada|mexican|new mexican cinema|1940s|corruption|damian alcazar|mayor|political party|politics|town meeting
7307,rape|nudity (full frontal)|rutger hauer|gangrape|jennifer jason leigh|kidnapping|medieval|nudity (full frontal - notable)|ambiguous|battle
7308,adventure|africa|action|allan quatermain|archaeologist|archeology|based on a book|cliche|disappearance|explosions
7309,swashbuckler|douglas fairbanks sr|albert parker|clv|dvd-video|less than 300 ratings|library vhs|national film registry|pirate|pirates
7310,arnold schwarzenegger|betamax|bomb attack|chicago|fbi|gangster|mafia boss|no_fa_ganes|weak
7311,john mills|teacher|adapted from:book|author:james hilton|based on a book|bd-r|boys' boarding school|boys' school|england|gentle
7312,boy scouts|bd-r|scoutmaster|small town
7313,arizona|drugs|flying|helicopters|nicolas cage|sean young|tommy lee jones
7314,florida film festival winner|florida film festival winner special jury award 2003|robots|vhs
7315,biography|boxing|dumb but funny|meg ryan|sport|sports
7316,high school|disney|lindsay lohan|borderline personality disorder|boys|childhood|comedy|david bowie|drama|emotional comfort
7317,road trip|comedy|nudity (topless)|michelle trachtenberg|cliche|europe|humor for the narrow-minded|stupid|hooligans|not funny
7318,jesus|christianity|religion|violent|overrated|torture|christian|jesus christ|propaganda|biblical
7319,island|beautiful woman|jay chandrasekhar|machete|murder hunt|nudity (topless - notable)|nudity (topless)|ow! my ass! indeed - hardly funny|serial killer
7320,dance|latin america|latin music|bad ending|caribbean|cuba|cuban revolution|dancing|falling in love|havana
7321,police|samuel l. jackson|andy garcia|ashley judd|philip kaufman|police investigation
7322,tel aviv
7323,east germany|the fall of the berlin wall|historical|communism|germany|family bonds|great soundtrack|maintaining illusion|berlin|german
7324,middle east|viggo mortensen|horses|long distance race with horses in the desert|desert|horse race|horse racing|omar sharif|racing|2020 relook
7325,ben stiller|will ferrell|based on a tv show|owen wilson|crime|funny|police|remake|cocaine|comedy
7326,paul bettany|14th century|boring|english|medieval|pot_estar_be|priest|willem dafoe
7327,psychology|experimental|cerebral|criterion|enigmatic|psychoanalysis|ingmar bergman|surreal|swedish|cinematography
7328,ingmar bergman|austere|beautiful photography|bleak|brief encounters|cerebral|did i miss something?|dvd|dvd-ram|hard to follow
7329,brothel|bd-r|black and white|camp classic|great depression|prospect preferred|prostitution
7330,less than 300 ratings|air base|film noir|japan|post war japan|treason|war criminal
7331,betamax|circus|germany|ingmar bergman|suicide|suspense
7332,clv
7333,criterion|abortion|doctor|france|gossip|henri-georges clouzot|old|paris|poison|rumor
7334,blacklisting|communism|movie business|woody allen|1950s|a list|awareness|dvd-video|fight|friendship
7335,noir thriller|criterion|cold war|classic noir|film noir|gritty|noir|paranoid|samuel fuller|thelma ritter
7336,incest|family relationships|orgy|aryan|betamax|cross dressing|decadence|drag|homosexuality|luchino visconti
7337,guns|independent film
7338,laurence olivier|shakespeare|adapted from:play|based on a play|best performance: laurence olivier as richard iii|criterion|dvd-video|janus 50|playwright:shakespeare|stage
7339,bd-r|couple|criterion|james ivory|new world pictures|paris|prison|theft
7340,cross dressing|cross dressing women|high school|80s|comedy|gender-queer|nudity (topless - notable)|nudity (topless)|adolescence|impostor
7341,kidnapping|sheriff|70mm|alcohol abuse|angie dickinson|arthur penn|car chase|drunkenness|entitlement|escaped convict
7343,wisconsin
7344,01/11|02/11|03/11|05/11|06/11|11/10|12/10|bank robber|black humor|crooks disguised as cops
7345,espionage|cia|cia agent|comedy|hannah spearritt|london england|teen spy|teenage hero
7346,nudity (topless)|elisha cuthbert|high school|pornography|teen|coming of age|ludicrous plot|nerds|silly|timothy olyphant
7347,johnny depp|stephen king|psychological|john turturro|split personality|mystery|based on a book|schizophrenia|suspense|twist ending
7348,david mamet|conspiracy|better than expected|classical studies|improbable|kidnapping|looks interesting -- plot|mamet|thriller|val kilmer
7349,sensitive|family bonds|haifa israel|human|israel|nir bergman|r
7351,artist|pop art|01/10|01/12|02/10|03/10|05/10|05/11|06/10|06/11
7352,british comedy|bittersweet|love triangle|suicide|suicide attempt|bookshop|calling for attention|cancer|cleaning lady|compassionate
7353,paul flaherty|shenanigan|uncle
7354,nudity (topless)|bibliothek|city|cop|fistfight|integrity|life-saver|police|robert de niro|robert deniro
7355,loved this cartoon
7356,1970s|based on a true story|east germany
7357,mark robson|new england|oscar nominee: best picture|oscar nominee: best picture 1957|scandal|small town
7358,dvd-video|movie business|woman director
7359,betamax|feral child|raised by dogs|wild man
7360,zombies|post-apocalyptic|zombie|good remake|horror|remake|nudity (topless - brief)|zombie movie|gory fun|mall
7361,surreal|thought-provoking|nonlinear|jim carrey|bittersweet|philosophy|memory|quirky|romance|psychology
7362,angelina jolie|good idea but simple realization|serial killer|thriller|blasphemous|colleague|crude|d.j. caruso|fbi|foul language
7363,child abuse|pflegen
7364,ireland|colin farrell|cillian murphy|multiple storylines|independent film|thriller|irish|john crowley|kelly macdonald|prospect preferred
7365,dark humor|iceland|wintry|eccentricity|psychiatry|village|father-son relationship|fjords|follow your dreams|fortune-telling
7366,kevin smith|liv tyler|ben affleck|cute|george carlin|comedy|will smith|father daughter relationship|jennifer lopez|romance
7367,tom hanks|coen brothers|funny|comedy|remake|coen bros|crime|heist|new orleans|overacting
7369,based on a tv show|animation remade as live action|sarah michelle gellar|(s)vcd|bad acting|bad plot|based on tv series|boring|campy|career killer
7371,disturbing|experimental|lars von trier|philosophical|nicole kidman|philosophy|social commentary|cult film|artsy|depressing
7372,australia|bibliothek|heath ledger|based on a book|capture|gang|lawlessness|orlando bloom|resistance
7373,guillermo del toro|steampunk|superhero|comic book|dark hero|occult technology|gothic|ron perlman|fantasy|nazis
7374,farm|talking animals|disney|2d|animal|animated|animation|cow|cows|disney animated feature
7375,royal pretends to be commoner|double life|julia stiles|romance|royalty|secret identity|college|luke mably|protagonist is royal|alberta watson
7376,violence|action|pure fight|revenge|sheriff|based on the life of buford pusser|casino|dwayne johnson|ex soldier|home
7377,kevin spacey|grim|jena malone|ryan gosling|bleak|don cheadle|downbeat|independent film|matthew ryan hoge|murder
7378,funny|good|vacation
7379,texas|history|alamo|big budget|billy bob thornton|historical|mexican|mexico|officer|revolution
7380,fairy tale|feel good movie|magic|funny|anne hathaway|fantasy|fantasy world|romance|based on a book|cary elwes
7381,bruce willis|avi|friday night movie|hitman|mob|movie to see
7382,from the view of children|friends|kidnapping|father-son relationship|1970s|adolescence|based on a book|childhood|country life|crime
7383,poker|sylvester stallone|con artists|confidence game|damian nieman|grifters|less than 300 ratings|stuart townsend
7384,death|family|independent film|julie bertucelli|tbilisi|woman director
7385,horror|3.5|drama|male nudity|man-woman relation|murder|nudity (full frontal - notable)|nudity (full frontal)|painful sex
7386,christian|biblical|christianity|religion|epic|charlton heston|yul brynner|70mm|classic|excellent
7387,zombies|george a. romero|horror|survival|apocalypse|social commentary|cynical|end of the world|funny|goblin
7388,st. francis|biopic|catholic|franco zeffirelli|religion
7389,raquel welch|bd-r|cave girls|cave men|cavemen|dinosaur|dinosaurs|new love|no dialogue|prehistoric
7390,lesbian|addict|alcohol|band|concert|contract|drea de matteo|drugs|fight|gig
7392,bandit|bd-r|brother|hangman|mexican bandit|outlaw
7393,baseball|betamax|hal ashby|neil simon|sports
7394,1910s|70mm|air race|british stereotype|classic|comedy|dvd-video|eiffel tower paris|german stereotype|italian stereotype
7395,large family|a list|big family|classic|family|movie to see|new jersey|true story|walter lang
7396,criterion|acting|ingmar bergman|intimate|liv ullmann|talky|understated|austere|bd-r|cognac
7397,singer|convict|dvd-video|homecoming|lee remick|less than 300 ratings|parole|planting a tree|prison|selfishness
7398,classic|college|less than 300 ratings|sequel|single mother|true story
7399,australian|bank robber|based on a true story|irish|outlaw
7402,american football player|animal attack|animal attacks|animal cruelty|based on a book|based on novel or book|betamax|blood|british columbia|canada
7403,eco-horror|canuxploitation|creature feature|funny|genetic engineering|giant monster|giant rats|rat|rats|sequel
7404,betamax|might like|nudity (topless)
7405,bd-r|bob hope|buddy|hal walker|musical|road movie|romantic comedy|tiki culture
7406,desertion|dvd-video|escape|foreign legion
7407,africa|bud abbott|cannibalism|jungle|lou costello|monster:giant gorilla|psychotronic|public domain|slapstick
7408,fairy tale|babysitting|based on fairy tale|bd-r|bud abbott|comedy|log|lou costello|multiple roles|musical
7409,bandit|dvd-video
7410,sam peckinpah|arrow|cia|confusing plot|family|fight|kgb|meeting|nudity (topless)|robert ludlam
7411,beer|betamax|junk food|monster|peru|vhs
7412,based on play or musical|black cat|remake
7413,bad movie|based on a book|based on novel or book|bullying|christian|curse|high school|secret mission|spider|spiders
7414,senior citizen|1970s|bank robbery|bd-r|caper|growing old|less than 300 ratings|martin brest|old age|robbery
7415,a list|bd-r|edgar award (best motion picture)|generation gap|holes70s|jazzy score|neo noir|nostalgic|private detective|robert benton
7416,new york city|oscar (best supporting actor)|reunion|vaudeville|based on play or musical|bd-r|betamax|comedian|comedy|george burns
7417,diner|love|new jersey|yuppie
7418,01/11|11/10|12/10|fewer than 300 ratings|less than 300 ratings|that nice documentary there's no reason to watch more than once
7419,surreal|black comedy|martin scorsese|dark comedy|new york city|anxiety|nudity (topless)|surrealism|bad luck|dark humor
7420,ann-margret|elvis|elvis presley|bd-r|las vegas|music|racing|wired 50 greatest soundtracks
7422,assassination|anarchy|assassination plot|bd-r|brothel|fascist italy|italy|lina wertmüller|mussolini|prostitute
7423,wrestling|paul jay|pro wrestling|sport|sport:professional wrestling|sports|wrestler
7437,cross dressing|drag|gender identity|david duchovny|energetic|funny|great dynamic|hilarious|michael lembeck|mistaken identity
7438,quentin tarantino|revenge|martial arts|stylized|atmospheric|action|uma thurman|violence|quirky|kung fu
7439,revenge|comic book|violence|adapted from:comic|marvel|senseless violence|superhero|better than expected|john travolta|dull
7440,holocaust|g|children|elliot berlin|joe fab|on hold|rent|very moving. the extent to which it was scripted (especially the principle's lines) bothered me some
7441,new mexican cinema|teddy award
7442,ewan mcgregor|tilda swinton|adultery|author|based on a book|basically porn|boat|book-justice|court case|dying and death
7443,michael almereyda
7444,jennifer garner|romance|child as adult|mark ruffalo|woman lead|comedy|aging|created for teens|fashion|soundtrack
7445,denzel washington|revenge|christopher walken|kidnapping|action|redemption|bodyguard|dakota fanning|great cinematography|twists & turns
7446,adapted from:book|based on a tv show
7447,concert|counter-culture|interview|live|revolution
7448,ben stiller|jack black|amy poehler|barry levinsoon|christopher walken|rachel weisz|bad script|best friend|dog|envy
7449,pointless|bibliothek|clone|doctor|greg kinnear|incoherent|loss of loved one|nightmare|no_fa_ganes|predictable
7450,pierce brosnan|chemistry|ireland|julianne moore|comedy|fire between couple|romance|court case|courtroom|divorce
7451,high school|suprisingly clever|lindsay lohan|tina fey|rachel mcadams|manipulation|popularity|amy poehler|teen movie|clique
7453,new york city|siblings|twins|geek|jared padalecki|music video|olsen twins|teen comedy|twin sister|university
7454,vampires|werewolves|kate beckinsale|hugh jackman|gothic|steampunk|supernatural|heroine in tight suit|vampire|werewolf
7455,gay|homosexuality|gay interest film|bullying|chicken|classic boy likes boy story.|coming of age|coming out|country|death
7456,argentina|childhood|children acting like adults|innocence|=============|alejandro agresti|allegory|boring|buenos aires|comedy
7457,best selling author
7458,brad pitt|epic|historical epic|based on a myth|mythology|homer|nudity (topless)|sword and sandal|orlando bloom|greek tragedy
7459,prison|based on a true story|brazil|brazilian|based on a book|hector babenco|latin america|south america|true story|1980s
7460,black and white|jim jarmusch|no plot|bill murray|episodic|minimalist|atmospheric|dialogue driven|steve buscemi|cate blanchett
7461,1940s|andré téchiné|hide|hiding place|occupied france|older woman younger man relationship|refugee|rural setting|war|world war ii
7474,homosexuality|groundbreaking|gay|lgbt|william friedkin|based on play or musical|clv|comedy|drama|less than 300 ratings
7475,10/10|arson|conspiracy|corruption|crime drama|finland|finnish|future|kai lehtinen|politicians
7477,serial killer|sylvester stallone|alcoholism|blizzard|detox|drunkenness|fbi|gruesome|hospital|ice fishing
7478,jonathan demme|one man show|cambodia|movie business|style:monologue|bechdel test:fail|betamax|clv|concert|history
7479,world war ii|05/09|anti-nazi|bd-r|germany|hal mohr|herman shumlin|less than 300 ratings|oscar (best actor)|prospect preferred
7480,1970s|a list|bd-r|betamax|gene hackman|in netflix queue|nicaragua|revolution|roger spottiswoode|stop-motion
7481,aliens|stranded|future|sci-fi|thought-provoking|war|witty|alien|space|spaceflight
7482,bruce lee|martial arts|kung fu|bad acting|nudity (topless)|martial arts flick|bechdel test:fail|dragon|hong kong|ahna capri
7483,road movie|woman director
7484,criterion|albert maysles|concert|music documentary|rolling stones|bd-r|charlotte zwerin|cinã©ma vã©ritã©|cinéma vérité|cried their way to the bank
7485,humorous|affectionate|criterion|japan|03/09|bd-r|bloggers|communication|consumerism|gentle
7486,gay|loneliness|argentina|jealousy|wong kar wai|buenos aires|melancholy|astor piazzolla|atmospheric|bittersweet
7487,1930s|erotic|nudity (topless)|paris|uma thurman|writers|based on a book|bohemian life|lesbian|maria de medeiros
7488,1960s|berkeley|campus|college|documentary|inspiring|less than 300 ratings|mark kitchell|political activism|student
7489,comedy|holocaust|germany|institutions|nazi|nazis|archives|bavaria|director-screenwriter|michael verhoeven
7490,bibliothek|biography|diane kurys|french lesbian love story|not seen|woman director
7491,africa|chase|criterion|safari|1960s|adventure|antelope|cornel wilde|elephant|hunter
7492,george a. romero|cult film|tom savini|vampire|vampires|betamax|blood|christianity|delusional|disturbed teenager
7493,multiple personality disorder|dissociative identity disorder|mental illness|joanne woodward|psychology|oscar (best actress)|bd-r|lee j. cobb|multiple personality|nunnally johnson
7505,surreal|black comedy|lars von trier|comedy|ernst-hugo jã¤regã¥rd|devil worship|eerie|made for tv|nationalism|stig
7521,nudity (full frontal)|erotic movie|murder|netflix|nudity (rear)|sadomasochism
7523,mimi rogers|anthony hopkins|clv|family hostage|home invasion|kelly lynch|lindsay crouse|mickey rourke|nudity (topless)|suspense
7528,author|ayn rand|cougar|eric stoltz|julie delpy|peter fonda
7537,french riviera|woman director
7541,gender swap|bg|college|cross dressing|dorm room|elevator|feminism|feminist|first time|kicker
7560,cold war|bechdel test:fail|bomber|bunker|fighter pilot|frightening|henry fonda|missile|moscow|nuclear
7561,dreamlike|hallucinatory|bernard rose|charlotte burke|childhood|creepy|disability|disturbing|eerie|fantasy lands
7562,extremely violent|french|heist|monica bellucci|ultra-violence|violence|bank|bank robber|boring|burglar
7563,amsterdam|angel|apoplectic stroke|archangel gabriel|attempted murder|career|catholicism|church|cuba|dutch
7564,atmospheric|ghost story|criterion|eerie|samurai|stylized|cinematography|meditative|anthology|folklore
7565,astronaut|moon|space travel|stereoscopic 3-d|tru-stereo
7566,up series|7n up (series)|available at cml|documentary|in netflix queue|many interviews|michael apted|sequel|the up series|to see
7567,independent film|relationship|sex|woman director
7569,james bond|007|bond|sean connery|japan|007 (series)|assassin|franchise|hong kong|space
7570,james bond|roger moore|007|bond|setting:circus performance|007 (series)|espionage|franchise|maud adams|setting:train
7571,bd-r|classic noir
7572,cancer|emma thompson|100 essential female performances|doctors|john donne|adapted from the play|audra mcdonald|chemotherapy|disability|doctor
7573,james bond|007|sean connery|007 (series)|kim basinger|remake|barbara carrera|espionage|klaus maria brandauer|max von sydow
7574,death of a spouse|annemari|bd-r|countryside|family crisis|fishing village|hirokazu koreeda|japan|makiko esumi|rural life
7577,criterion|ingmar bergman|mozart|opera|blackface|cleavage|closeup|deus ex machina|ein zauberfilm von einem zauberer|enlightenment
7578,claudette colbert|don ameche|mitchell leisen|screwball comedy|taxi driver|aristocracy|black and white|cons and scams|farce|filmaffinity top pick
7579,jane austen|classic|british|adaptation|adapted from:book|ann rutherford|author:jane austen|based on a book|bd-r|edna may oliver
7580,based on a book|bd-r|evidence history does repeat itself.|madison avenue|nunnally johnson|this classic film addresses two current issues ptsd and mental health
7581,author:ayn rand|ayn rand|based on a book|libertarian|adapted from:book|architect|bd-r|classic|etaege|king vidor
7582,bette davis|best friend|best selling author|envy|estrangement|hometown return|hysterics|jealousy|love triangle|marital disharmony
7583,less than 300 ratings|04/09|05/10|06/10|07/10|08/10|09/10|10/10|adultery|bd-r
7584,screwball comedy|afi 100 (laughs)|adoption|baseball|bd-r|bibliothek|criterion|george stevens|hepburn and tracy|journalist
7585,criterion|venice|david lean|katharine hepburn|romance|adultery|awakening sexuality & romance|bd-r|bechdel test:pass|dvd-ram
7586,forceful|netherlands|paul verhoeven|sweeping|brotherhood|dutch|espionage|european|gritty|ominous
7587,atmospheric|slow|paris|crime|stylized|france|alain delon|criterion|hitman|meditative
7613,advertising executive|based on novel or book|intimate|love|nudity (topless - notable)|older woman younger man|passion|set in st. louis|unconventional love story|waitress
7614,musical|rogers and hammerstein|pam's list|50s|70mm|based on play or musical|bd-r|broadway|clv|eddie albert
7615,lesbian|nevada|gay|homosexuality|lesbian director|lgbt|based on a book|based on novel or book|book is better|coming out
7616,murder|nudity (topless - notable)|sexual|nudity (topless)|raunchy|watch the credits|witness|80s|actor|atmospheric
7617,john wayne|battle|fort smith|gunslinger|indian territory|prospect preferred|rape|sequel|western
7618,robert downey jr.|biography|anthony hopkins|based on a true story|robert downey jr|charlie chaplin|biographical|biopic|nudity (topless)|movie business
7619,blindness|disability|oscar (best actress)|anne bancroft|deafness|oscar (best supporting actress)|patty duke|adapted from:play|afi 100 (cheers)|great acting
7620,monologue|based on play or musical|independent film|less than 300 ratings|live performance|nick broomfield|one-man show
7621,flamenco|gypsy|musical
7622,daniela thomas|walter salles|woman director
7623,independent film
7624,cute boys|matt damon|1950s|anti semitism|anti-semitism|boarding school|high school|k movie|private school|robert mandel
7625,florida film festival winner|florida film festival winner special jury award for narrative filmmaking 1999|less than 300 ratings
7626,blindfold|body-swap|clv|dying and death|gender swap|macho|man turned into woman|reincarnation|resurrection|role reversal
7627,actress|hollywood|writer
7636,brian de palma|clv
7637,filmmaking|movie business|satirical|anarchic comedy|creative block|culture clash|irreverent|light|movie making|nudity (full frontal)
7638,army|arthur lubin|dvd-video|musical|prospect preferred
7639,independent film
7644,divorce|iran|kim longinotto|woman director|ziba mir-hosseini
7645,autobiographical|based on novel or book|chinese culture|kung fu|less than 300 ratings|martial arts|teacher|vhs|wu shu
7646,stephen king|haunted house|autism|autistic|craig r. baxley|medium|psychic|psychic abilities|psychic powers|teenage girl
7647,peter bogdanovich|actors and acting|adapted from:play|backstage|based on a play|dvd-video|setting:theatre|theatre play|topic:theatre
7648,san francisco|woman director
7650,menacing|vincent price|17th century|atmospheric|based on a book|based on a poem|bd-r|bleak|burning of witches|claustrophobic
7657,abduction|action|back from the dead|chanbara|escaped convict|forest|japan|ryûhei kitamura|samurai|yakuza
7669,colin firth|author:jane austen|england|19th century|period drama|romantic|jane austen|comedy of manners|tv series|based on a book
7675,based on a book|bd-r|castle|charles laughton|jules dassin|less than 300 ratings|liverpool|margaret o' brian|norman taurog|oscar wilde
7697,bd-r|coronation|king|laurence olivier|less than 300 ratings|london england|love|marilyn monroe|monarch|prince
7698,jack lemmon|nuclear disaster films|nuclear power plant|whistleblower|corporate greed|dramatic|jane fonda|michael douglas|nuclear power station|social commentary
7699,cinematographer|fake documental|mexican
7700,golden palm|imdb top 250|classic|criterion|existential|gritty|latin america|tense|best of rotten tomatoes: all time|central and south america
7701,john travolta|kirstie alley|family comedy|lame sequel|olympia dukakis|amy heckerling|baby|drama|elias koteas|family
7702,ingrid bergman|less than 300 ratings|nuns|pam's list|catholic|church|leo mccarey|nun|old tucson studios|priest
7704,chuck norris|foul language|action|airplane hijacking|characters|covert operation|dialogue|menahem golan|military|patriotic
7705,golf|sport|tennis|bd-r|clv|george cukor|jealousy|reporter|starring:hepburn and tracy
7706,marx brothers|afi 100 (movie quotes)|bd-r|betamax|classic marx|dvd-r|dvd-ram|facebook rec|highly quotable|mystery
7707,nudity (topless - notable)|clv|journalism|woman director
7708,deal with the devil|devil|1960s|bd-r|british comedy|clever|comedy|cult film|devil's bargain|dvd-r
7713,jacques tourneur|atmospheric|curse|sexuality|val lewton|cat|film noir|simone simon|swimming pool|bd-r
7714,king arthur|70mm|arthurian legend|richard harris|a list|adapted from b'way|anamorphic blow-up|bd-r|broadway|camelot
7716,betamax|steve martin
7719,bd-r|boris karloff|clv|dvd-ram|peter lorre|richard matheson|tivo18|undertaker|vincent price
7720,swashbuckler|a list|bd-r|courtly life|easygoing|france|humorous|intrigue|lavish|light
7723,chuck norris
7724,desert|b-movie|brion james|independent film|patrick swayze|post apocalyptic|post-apocalyptic|water shortage
7725,steven seagal|michael caine|alaska|clv|company|enviromental|fight|inuit|john trudell|oil
7726,banned|bar|camera|feminism|one-night stand|sexism|smoking|strong language|torture|video surveillance
7727,bd-r|betamax|goldie hawn|politics
7728,noir thriller|film noir|femme fatale|adultery|annemari|bd-r|classic noir|dad's in the courtroom|diner|john garfield
7730,film in film|1960s|acting|bomb shelter|cast|clv|cold war|florida|key west|movie theater
7738,lgbt|transgender character
7739,gender swap
7742,sentient dog|animal|based on novel or book|consciousness|dog|narrated|violence|wierd|aggressive|baby
7743,70mm|adventure|joe dante|sci-fi|spaceflight|aliens|best friend|betamax|bullying|children
7745,vietnam|scenic|sensual|slow|tropical|little dialogue|mindfulness|anh hung tran|buddhist|cinematography
7748,anna karina|jean-luc godard|criterion|jean-paul belmondo|lyrical|mediterranean|quirky|bd-r|bombing|bullet
7749,jean-luc godard|criterion|french new wave|1305|biting|class differences|crime sprees|crumbling marriages|fighting the system|frantic
7750,woman director
7751,bd-r|convict|escape
7752,independent film|nudity (topless)
7753,based on a book|mick jackson|hank azaria|jack lemmon
7754,library vhs|woman director
7756,russia|13th century|battle|criterion|history|ice|alexander nevsky|alexandre nevski|annemari|baby killing
7757,greek mythology|ray harryhausen|stop motion|sword and sandal|greek myth|abrupt ending|adventure|based on a myth|based on a poem|bravery
7758,alain resnais|depression|hypochondriac
7759,melancholic|meditative|philosophical|andrei tarkovsky|stylized|cathartic|crisis|culture clash|deliberate|dream
7761,criterion|airplane|airport|bd-r|bibliothek|break-up|divorce|double life|francois truffaut|françois truffaut
7763,bavaria|coma|hospital|mountain|nurse|ski|tom tykwer
7764,artist|church|concert|cult|dark comedy|drill|hallucination|homeless|insomnia|maniac
7766,akira kurosawa|criterion|shakespeare|toshiro mifune|macbeth|ambition|bleak|atmospheric|betrayal|feudal japan
7767,poignant|beautiful|bittersweet|historical epic|italy|epic|italian|social commentary|death|nostalgic
7768,gun|independent film|murder|prison|rape|remake|teenager|woman director
7769,historical|siam|sword fight|thailand|village|16th century|18th century|alcoholic|army|atrocity
7770,based on a book|pirates|acting|action|actors|characters|children's adventure|dialogue|fraser clarke heston|island
7771,greece|realities of life|friendship|anthony quinn|author|based on novel or book|bd-r|crete|dance|dancing
7772,bd-r|deception|dvd-r
7773,high school|high school violence|r|intense|to see|at rogers video|ben foster|bomb|dani2006|guy ferland
7774,awkward|life in the woods|mountain|survival
7775,tv movie
7781,easily confused with other movie(s) (title)|dysfunctional family|hollywood corn|kansas|tornado|vhs
7782,jungle|rifles|director: luis llosa|dog tag|fistfight|marine|marksman|military uniform|sniper rifle|surrender
7783,cocaine|college|homosexuality
7784,1990s|babysitter|serial killer|technophobia|address book|babysitting|bad graphics|campy|clv|computer
7785,bahman ghobadi|horse|illness|kurdish|mule|orphan siblings
7786,musical|blues|florida film festival winner|florida film festival winner best documentary feature grand jury award 1999|movielens top pick|music|overtone singing|roko belic|throatsinging|tradition
7787,world war ii|biography|audie murphy|based on a true story?|biographical?|hero|history|jesse hibbs|less than 300 ratings|true story
7789,9/11|terrorism|dvd-video|elderly|library|media|middle east conflict|skyscraper|unsociability|war on terror
7790,based on a tv show|betamax|boxing|classic animation|less than 300 ratings|peanuts
7791,1.5|andy garcia|annabella sciorra|clv|did not age well|elijah wood|faye grant|illegality|internal affairs|katherine borowitz
7792,conspiracy|fatalistic|nihilistic|alan j. pakula|paranoid|political|warren beatty|1970's|airplane|assassination
7802,cult film|new york city|gangs|tense|coney island|girl gang|gritty|new york subway|1970s|based on a book
7808,70mm|bd-r
7809,world war ii|continuation war|fathers and sons|filmed in puolanka (finland)|finnish|real-life married couple|seen 2014|the couple is also married off-screen|women during wartime|women's auxiliary corps (lotta)
7813,late for work|radio|radio station|sex
7814,orson welles|70mm|anamorphic blow-up|biography|cavalry charge|christopher plummer|history|napoleon bonaparte|rod steiger|sergey bondarchuk
7815,david byrne|music|small town|suburbia|vignettes|album|bizarre|breaking the fourth wall|comedy|independent film
7816,buddy|infidelity|stripper
