movieId,title,clean_title,year,genres,genres_list,primary_genre,genre_count
5676,"Young Unknowns, The (2000)","Young Unknowns, The",2000,Drama,Drama,Drama,1
5677,Abandon (2002),Abandon,2002,Drama|Thriller,Drama Thriller,Drama,2
5678,Formula 51 (2001),Formula 51,2001,Action|Comedy|Crime|Thriller,Action Comedy Crime Thriller,Action,4
5679,"Ring, The (2002)","Ring, The",2002,Horror|Mystery|Thriller,Horror Mystery Thriller,Horror,3
5680,Auto Focus (2002),Auto Focus,2002,Crime|Drama,Crime Drama,Crime,2
5681,Fidel (2001),Fidel,2001,Documentary,Documentary,Documentary,1
5682,"Grey Zone, The (2001)","Grey Zone, The",2001,Drama,Drama,Drama,1
5683,Hansel & Gretel (2002),Hansel & Gretel,2002,Children|Fantasy,Children Fantasy,Children,2
5684,Naqoyqatsi (2002),Naqoyqatsi,2002,Documentary,Documentary,Documentary,1
5685,Real Women Have Curves (2002),Real Women Have Curves,2002,Comedy|Drama,Comedy Drama,Comedy,2
5686,Russian Ark (Russkiy Kovcheg) (2002),Russian Ark (Russkiy Kovcheg),2002,Drama|Fantasy|War,Drama Fantasy War,Drama,3
5687,Take Care of My Cat (Goyangileul butaghae) (2001),Take Care of My Cat (Goyangileul butaghae),2001,Drama,Drama,Drama,1
5688,Tully (2000),Tully,2000,Drama,Drama,Drama,1
5689,Billy Bathgate (1991),Billy Bathgate,1991,Crime|Drama,Crime Drama,Crime,2
5690,Grave of the Fireflies (Hotaru no haka) (1988),Grave of the Fireflies (Hotaru no haka),1988,Animation|Drama|War,Animation Drama War,Animation,3
5691,Jason Goes to Hell: The Final Friday (1993),Jason Goes to Hell: The Final Friday,1993,Action|Horror,Action Horror,Action,2
5692,"Mechanic, The (1972)","Mechanic, The",1972,Action|Thriller,Action Thriller,Action,2
5693,Saturday Night Fever (1977),Saturday Night Fever,1977,Comedy|Drama|Romance,Comedy Drama Romance,Comedy,3
5694,Staying Alive (1983),Staying Alive,1983,Comedy|Drama|Musical,Comedy Drama Musical,Comedy,3
5695,To the Devil a Daughter (1976),To the Devil a Daughter,1976,Fantasy|Horror|Mystery,Fantasy Horror Mystery,Fantasy,3
5696,Urban Cowboy (1980),Urban Cowboy,1980,Drama,Drama,Drama,1
5697,Terror Train (1980),Terror Train,1980,Horror,Horror,Horror,1
5698,Times Square (1980),Times Square,1980,Drama,Drama,Drama,1
5699,Tom Horn (1980),Tom Horn,1980,Western,Western,Western,1
5700,The Pumaman (1980),The Pumaman,1980,Action|Adventure|Fantasy|Sci-Fi,Action Adventure Fantasy Sci-Fi,Action,4
5701,Up the Academy (1980),Up the Academy,1980,Comedy,Comedy,Comedy,1
5702,"When Time Ran Out... (Day the World Ended, The) (1980)","When Time Ran Out... (Day the World Ended, The)",1980,Action|Adventure,Action Adventure,Action,2
5703,Wholly Moses (1980),Wholly Moses,1980,Comedy,Comedy,Comedy,1
5704,Without Warning (a.k.a. Alien Warning) (a.k.a. It Came Without Warning) (1980),Without Warning (a.k.a. Alien Warning) (a.k.a. It Came Without Warning),1980,Horror|Sci-Fi,Horror Sci-Fi,Horror,2
5705,Xanadu (1980),Xanadu,1980,Fantasy|Musical|Romance,Fantasy Musical Romance,Fantasy,3
5706,...All the Marbles (1981),...All the Marbles,1981,Comedy|Drama,Comedy Drama,Comedy,2
5707,Absence of Malice (1981),Absence of Malice,1981,Drama|Romance,Drama Romance,Drama,2
5708,All Night Long (1981),All Night Long,1981,Comedy|Drama,Comedy Drama,Comedy,2
5709,"Amateur, The (1981)","Amateur, The",1981,Crime|Thriller,Crime Thriller,Crime,2
5710,Banana Joe (1981),Banana Joe,1981,Comedy,Comedy,Comedy,1
5711,Marianne & Juliane (Die Bleierne Zeit) (1981),Marianne & Juliane (Die Bleierne Zeit),1981,Drama,Drama,Drama,1
5712,Blow Out (1981),Blow Out,1981,Mystery|Thriller,Mystery Thriller,Mystery,2
5713,The Boogens (1981),The Boogens,1981,Horror,Horror,Horror,1
5714,Buddy Buddy (1981),Buddy Buddy,1981,Comedy,Comedy,Comedy,1
5715,"Burning, The (1981)","Burning, The",1981,Horror,Horror,Horror,1
5716,Butterfly (1982),Butterfly,1982,Drama,Drama,Drama,1
5717,Make Them Die Slowly (Cannibal Ferox) (1981),Make Them Die Slowly (Cannibal Ferox),1981,Horror,Horror,Horror,1
5718,Carbon Copy (1981),Carbon Copy,1981,Comedy,Comedy,Comedy,1
5719,Charlie Chan and the Curse of the Dragon Queen (1981),Charlie Chan and the Curse of the Dragon Queen,1981,Comedy|Mystery,Comedy Mystery,Comedy,2
5721,"Chosen, The (1981)","Chosen, The",1981,Drama,Drama,Drama,1
5722,"Goat, The (a.k.a. Knock On Wood) (Chèvre, La) (1981)","Goat, The (a.k.a. Knock On Wood) (Chèvre, La)",1981,Comedy,Comedy,Comedy,1
5723,Continental Divide (1981),Continental Divide,1981,Comedy|Romance,Comedy Romance,Comedy,2
5724,"Creature Wasn't Nice, The (a.k.a. Naked Space) (a.k.a. Spaceship) (1981)","Creature Wasn't Nice, The (a.k.a. Naked Space) (a.k.a. Spaceship)",1981,Comedy|Horror|Musical|Sci-Fi,Comedy Horror Musical Sci-Fi,Comedy,4
5725,Man of Iron (Czlowiek z Zelaza) (1981),Man of Iron (Czlowiek z Zelaza),1981,Drama|Romance,Drama Romance,Drama,2
5726,Dead & Buried (1981),Dead & Buried,1981,Horror,Horror,Horror,1
5727,Deadly Blessing (1981),Deadly Blessing,1981,Horror,Horror,Horror,1
5728,Death Hunt (1981),Death Hunt,1981,Action|Adventure|Crime|Thriller,Action Adventure Crime Thriller,Action,4
5729,Endless Love (1981),Endless Love,1981,Drama|Romance,Drama Romance,Drama,2
5730,Enter the Ninja (a.k.a. Ninja I) (1981),Enter the Ninja (a.k.a. Ninja I),1981,Action|Drama,Action Drama,Action,2
5731,"Entity, The (1981)","Entity, The",1981,Horror,Horror,Horror,1
5732,Eye of the Needle (1981),Eye of the Needle,1981,Thriller,Thriller,Thriller,1
5733,"Eyewitness (Janitor, The) (1981)","Eyewitness (Janitor, The)",1981,Thriller,Thriller,Thriller,1
5734,Faces of Death 2 (1981),Faces of Death 2,1981,Documentary|Horror,Documentary Horror,Documentary,2
5735,Faces of Death (1978),Faces of Death,1978,Documentary|Horror,Documentary Horror,Documentary,2
5736,Faces of Death 3 (1985),Faces of Death 3,1985,Documentary|Horror,Documentary Horror,Documentary,2
5737,Faces of Death 4 (1990),Faces of Death 4,1990,Documentary|Horror,Documentary Horror,Documentary,2
5738,Faces of Death 5 (1996),Faces of Death 5,1996,Documentary|Horror,Documentary Horror,Documentary,2
5739,Faces of Death 6 (1996),Faces of Death 6,1996,Documentary|Horror,Documentary Horror,Documentary,2
5740,Faces of Death: Fact or Fiction? (1999),Faces of Death: Fact or Fiction?,1999,Documentary|Horror,Documentary Horror,Documentary,2
5741,"Woman Next Door, The (Femme d'à côté, La) (1981)","Woman Next Door, The (Femme d'à côté, La)",1981,Drama|Romance,Drama Romance,Drama,2
5742,First Monday in October (1981),First Monday in October,1981,Comedy|Drama,Comedy Drama,Comedy,2
5743,"Fort Apache, the Bronx (1981)","Fort Apache, the Bronx",1981,Action|Drama,Action Drama,Action,2
5744,Four Friends (a.k.a. Georgia's Friends) (1981),Four Friends (a.k.a. Georgia's Friends),1981,Drama,Drama,Drama,1
5745,"Four Seasons, The (1981)","Four Seasons, The",1981,Comedy|Drama,Comedy Drama,Comedy,2
5746,Galaxy of Terror (Quest) (1981),Galaxy of Terror (Quest),1981,Action|Horror|Mystery|Sci-Fi,Action Horror Mystery Sci-Fi,Action,4
5747,Gallipoli (1981),Gallipoli,1981,Drama|War,Drama War,Drama,2
5748,"Inquisitor, The (a.k.a. Under Suspicion) (Garde à vue) (1981)","Inquisitor, The (a.k.a. Under Suspicion) (Garde à vue)",1981,Crime|Drama,Crime Drama,Crime,2
5749,Ghost Story (1981),Ghost Story,1981,Drama|Horror,Drama Horror,Drama,2
5750,Going Ape! (1981),Going Ape!,1981,Comedy,Comedy,Comedy,1
5751,Goodbye Pork Pie (1981),Goodbye Pork Pie,1981,Action|Adventure|Drama,Action Adventure Drama,Action,3
5752,Gregory's Girl (1981),Gregory's Girl,1981,Comedy|Romance,Comedy Romance,Comedy,2
5753,Who Pulled the Plug? (Göta kanal eller Vem drog ur proppen?) (1981),Who Pulled the Plug? (Göta kanal eller Vem drog ur proppen?),1981,Comedy,Comedy,Comedy,1
5754,"Hand, The (1981)","Hand, The",1981,Drama|Horror,Drama Horror,Drama,2
5755,Happy Birthday to Me (1981),Happy Birthday to Me,1981,Horror|Mystery,Horror Mystery,Horror,2
5756,Heartbeeps (1981),Heartbeeps,1981,Comedy|Sci-Fi,Comedy Sci-Fi,Comedy,2
5757,History of Kim Skov (Historien om Kim Skov) (1981),History of Kim Skov (Historien om Kim Skov),1981,Documentary|Drama,Documentary Drama,Documentary,2
5758,Horror Planet (a.k.a. Inseminoid) (1981),Horror Planet (a.k.a. Inseminoid),1981,Action|Drama|Horror|Sci-Fi,Action Drama Horror Sci-Fi,Action,4
5759,"Ladies and Gentlemen, the Fabulous Stains (a.k.a. All Washed Up) (1981)","Ladies and Gentlemen, the Fabulous Stains (a.k.a. All Washed Up)",1981,Comedy|Drama,Comedy Drama,Comedy,2
5760,Lady Chatterley's Lover (1981),Lady Chatterley's Lover,1981,Drama|Romance,Drama Romance,Drama,2
5761,"Legend of the Lone Ranger, The (1981)","Legend of the Lone Ranger, The",1981,Western,Western,Western,1
5762,Lili Marleen (1981),Lili Marleen,1981,Drama,Drama,Drama,1
5763,Lola (1981),Lola,1981,Drama,Drama,Drama,1
5764,Looker (1981),Looker,1981,Drama|Horror|Sci-Fi|Thriller,Drama Horror Sci-Fi Thriller,Drama,4
5765,"Looney, Looney, Looney Bugs Bunny Movie, The (1981)","Looney, Looney, Looney Bugs Bunny Movie, The",1981,Animation|Children|Comedy,Animation Children Comedy,Animation,3
5766,Madman (1981),Madman,1981,Horror,Horror,Horror,1
5767,Teddy Bear (Mis) (1981),Teddy Bear (Mis),1981,Comedy|Crime,Comedy Crime,Comedy,2
5768,Modern Problems (1981),Modern Problems,1981,Comedy|Fantasy,Comedy Fantasy,Comedy,2
5769,Modern Romance (1981),Modern Romance,1981,Comedy|Romance,Comedy Romance,Comedy,2
5770,Ms. 45 (a.k.a. Angel of Vengeance) (1981),Ms. 45 (a.k.a. Angel of Vengeance),1981,Crime|Drama,Crime Drama,Crime,2
5771,My Bloody Valentine (1981),My Bloody Valentine,1981,Drama|Horror|Thriller,Drama Horror Thriller,Drama,3
5772,My Dinner with André (1981),My Dinner with André,1981,Drama,Drama,Drama,1
5773,Neighbors (1981),Neighbors,1981,Comedy,Comedy,Comedy,1
5774,Night of the Zombies (a.k.a. Batallion of the Living Dead) (1981),Night of the Zombies (a.k.a. Batallion of the Living Dead),1981,Horror|Sci-Fi,Horror Sci-Fi,Horror,2
5775,"Night the Lights Went Out in Georgia, The (1981)","Night the Lights Went Out in Georgia, The",1981,Drama,Drama,Drama,1
5776,Only When I Laugh (1981),Only When I Laugh,1981,Comedy|Drama,Comedy Drama,Comedy,2
5777,Pennies from Heaven (1981),Pennies from Heaven,1981,Musical|Romance,Musical Romance,Musical,2
5778,Pieces (Mil gritos tiene la noche) (One Thousand Cries Has the Night) (1982),Pieces (Mil gritos tiene la noche) (One Thousand Cries Has the Night),1982,Horror|Mystery|Thriller,Horror Mystery Thriller,Horror,3
5779,Piranha II: The Spawning (1981),Piranha II: The Spawning,1981,Horror|Sci-Fi,Horror Sci-Fi,Horror,2
5780,Polyester (1981),Polyester,1981,Comedy,Comedy,Comedy,1
5781,Private Lessons (1981),Private Lessons,1981,Comedy,Comedy,Comedy,1
5782,"Professional, The (Le professionnel) (1981)","Professional, The (Le professionnel)",1981,Action|Drama|Thriller,Action Drama Thriller,Action,3
5783,Derrida (2002),Derrida,2002,Documentary,Documentary,Documentary,1
5784,Ghost Ship (2002),Ghost Ship,2002,Horror,Horror,Horror,1
5785,Jackass: The Movie (2002),Jackass: The Movie,2002,Action|Comedy|Documentary,Action Comedy Documentary,Action,3
5786,Paid in Full (2002),Paid in Full,2002,Action|Drama,Action Drama,Action,2
5787,"Truth About Charlie, The (2002)","Truth About Charlie, The",2002,Mystery|Thriller,Mystery Thriller,Mystery,2
5788,All or Nothing (2002),All or Nothing,2002,Drama,Drama,Drama,1
5789,All the Queen's Men (2001),All the Queen's Men,2001,Comedy|War,Comedy War,Comedy,2
5790,Food of Love (Manjar de Amor) (2002),Food of Love (Manjar de Amor),2002,Drama,Drama,Drama,1
5791,Frida (2002),Frida,2002,Drama|Romance,Drama Romance,Drama,2
5792,Roger Dodger (2002),Roger Dodger,2002,Comedy|Drama,Comedy Drama,Comedy,2
5793,Time Changer (2002),Time Changer,2002,Drama|Sci-Fi,Drama Sci-Fi,Drama,2
5794,Good Work (Beau travail) (1999),Good Work (Beau travail),1999,Drama,Drama,Drama,1
5795,"Big Knife, The (1955)","Big Knife, The",1955,Film-Noir,Film-Noir,Film-Noir,1
5796,Casino Royale (1967),Casino Royale,1967,Action|Adventure|Comedy,Action Adventure Comedy,Action,3
5797,"Company of Wolves, The (1984)","Company of Wolves, The",1984,Fantasy|Horror,Fantasy Horror,Fantasy,2
5798,Escanaba in da Moonlight (2001),Escanaba in da Moonlight,2001,Comedy,Comedy,Comedy,1
5799,Exodus (1960),Exodus,1960,Drama|Romance|War,Drama Romance War,Drama,3
5800,How to Murder Your Wife (1965),How to Murder Your Wife,1965,Comedy,Comedy,Comedy,1
5801,"Russians Are Coming, the Russians Are Coming, The (1966)","Russians Are Coming, the Russians Are Coming, The",1966,Comedy|War,Comedy War,Comedy,2
5802,"World of Henry Orient, The (1964)","World of Henry Orient, The",1964,Comedy,Comedy,Comedy,1
5803,I Spy (2002),I Spy,2002,Action|Adventure|Comedy|Crime,Action Adventure Comedy Crime,Action,4
5804,"Santa Clause 2, The (2002)","Santa Clause 2, The",2002,Children|Comedy|Fantasy|Romance,Children Comedy Fantasy Romance,Children,4
5805,Besotted (2001),Besotted,2001,Drama,Drama,Drama,1
5806,Blackboards (Takhté Siah) (2000),Blackboards (Takhté Siah),2000,Drama,Drama,Drama,1
5807,Love In the Time of Money (2002),Love In the Time of Money,2002,Comedy|Drama|Romance,Comedy Drama Romance,Comedy,3
5808,"Weight of Water, The (2000)","Weight of Water, The",2000,Thriller,Thriller,Thriller,1
5809,Femme Fatale (2002),Femme Fatale,2002,Crime|Thriller,Crime Thriller,Crime,2
5810,8 Mile (2002),8 Mile,2002,Drama,Drama,Drama,1
5811,Etoiles: Dancers of the Paris Opera Ballet (Tout Près des étoiles) (2001),Etoiles: Dancers of the Paris Opera Ballet (Tout Près des étoiles),2001,Documentary|Musical,Documentary Musical,Documentary,2
5812,Far from Heaven (2002),Far from Heaven,2002,Drama|Romance,Drama Romance,Drama,2
5813,"God is Great, I'm Not (Dieu est grand, je suis toute petite) (2001)","God is Great, I'm Not (Dieu est grand, je suis toute petite)",2001,Comedy|Romance,Comedy Romance,Comedy,2
5814,"Rising Place, The (2002)","Rising Place, The",2002,Drama,Drama,Drama,1
5815,Half Past Dead (2002),Half Past Dead,2002,Action|Crime|Thriller,Action Crime Thriller,Action,3
5816,Harry Potter and the Chamber of Secrets (2002),Harry Potter and the Chamber of Secrets,2002,Adventure|Fantasy,Adventure Fantasy,Adventure,2
5817,Ararat (2002),Ararat,2002,Drama|War,Drama War,Drama,2
5818,"Crime of Father Amaro, The (Crimen del padre Amaro, El) (2002)","Crime of Father Amaro, The (Crimen del padre Amaro, El)",2002,Drama|Romance,Drama Romance,Drama,2
5819,Interview with the Assassin (2002),Interview with the Assassin,2002,Drama,Drama,Drama,1
5820,Standing in the Shadows of Motown (2002),Standing in the Shadows of Motown,2002,Documentary|Musical,Documentary Musical,Documentary,2
5821,"Way Home, The (Jibeuro) (2002)","Way Home, The (Jibeuro)",2002,Drama,Drama,Drama,1
5822,Mutant Action (Acción Mutante) (1993),Mutant Action (Acción Mutante),1993,Action|Comedy|Sci-Fi,Action Comedy Sci-Fi,Action,3
5823,Eyes of an Angel (1991),Eyes of an Angel,1991,Drama,Drama,Drama,1
5824,Liberty Stands Still (2002),Liberty Stands Still,2002,Action|Drama|Thriller,Action Drama Thriller,Action,3
5825,"Life and Death of Colonel Blimp, The (1943)","Life and Death of Colonel Blimp, The",1943,Drama|Romance|War,Drama Romance War,Drama,3
5826,Rio Grande (1950),Rio Grande,1950,Romance|Western,Romance Western,Romance,2
5827,"Young Americans, The (1993)","Young Americans, The",1993,Crime|Drama,Crime Drama,Crime,2
5828,Blackrock (1997),Blackrock,1997,Drama|Thriller,Drama Thriller,Drama,2
5829,Men with Brooms (2002),Men with Brooms,2002,Comedy|Drama|Romance,Comedy Drama Romance,Comedy,3
5830,Mysterious Island (1961),Mysterious Island,1961,Adventure|Sci-Fi,Adventure Sci-Fi,Adventure,2
5831,Soul Assassin (2001),Soul Assassin,2001,Action|Crime|Thriller,Action Crime Thriller,Action,3
5832,Left Behind II: Tribulation Force (2002),Left Behind II: Tribulation Force,2002,Drama,Drama,Drama,1
5833,Dog Soldiers (2002),Dog Soldiers,2002,Action|Horror,Action Horror,Action,2
5834,Fingers (1978),Fingers,1978,Drama,Drama,Drama,1
5835,"Good Evening, Mr. Wallenberg (God afton, Herr Wallenberg) (1990)","Good Evening, Mr. Wallenberg (God afton, Herr Wallenberg)",1990,Drama|War,Drama War,Drama,2
5836,Houseboat (1958),Houseboat,1958,Comedy|Romance,Comedy Romance,Comedy,2
5837,Legion of the Dead (2001),Legion of the Dead,2001,Comedy|Horror,Comedy Horror,Comedy,2
5838,Madame Bovary (1991),Madame Bovary,1991,Drama,Drama,Drama,1
5839,My Father's Glory (La gloire de mon père) (1990),My Father's Glory (La gloire de mon père),1990,Adventure|Drama,Adventure Drama,Adventure,2
5840,"My Mother's Castle (Château de ma mère, Le) (1990)","My Mother's Castle (Château de ma mère, Le)",1990,Comedy|Drama,Comedy Drama,Comedy,2
5841,Return to the Blue Lagoon (1991),Return to the Blue Lagoon,1991,Adventure|Romance,Adventure Romance,Adventure,2
5842,Too Beautiful for You (Trop belle pour toi) (1989),Too Beautiful for You (Trop belle pour toi),1989,Comedy|Drama|Romance,Comedy Drama Romance,Comedy,3
5843,Toy Soldiers (1991),Toy Soldiers,1991,Action|Drama,Action Drama,Action,2
5844,"Prowler, The (a.k.a. Rosemary's Killer) (a.k.a. The Graduation) (1981)","Prowler, The (a.k.a. Rosemary's Killer) (a.k.a. The Graduation)",1981,Horror,Horror,Horror,1
5845,"Pursuit of D.B. Cooper, The (a.k.a. Pursuit) (1981)","Pursuit of D.B. Cooper, The (a.k.a. Pursuit)",1981,Adventure,Adventure,Adventure,1
5846,Raggedy Man (1981),Raggedy Man,1981,Drama,Drama,Drama,1
5847,Ragtime (1981),Ragtime,1981,Drama,Drama,Drama,1
5848,Rich and Famous (1981),Rich and Famous,1981,Drama,Drama,Drama,1
5849,I'm Starting From Three (Ricomincio da Tre) (1981),I'm Starting From Three (Ricomincio da Tre),1981,Comedy,Comedy,Comedy,1
5850,Road Games (a.k.a. Roadgames) (1981),Road Games (a.k.a. Roadgames),1981,Thriller,Thriller,Thriller,1
5851,Rollover (1981),Rollover,1981,Drama,Drama,Drama,1
5852,Saturday the 14th (1981),Saturday the 14th,1981,Comedy|Horror,Comedy Horror,Comedy,2
5853,Scanners (1981),Scanners,1981,Horror|Sci-Fi|Thriller,Horror Sci-Fi Thriller,Horror,3
5854,Sharky's Machine (1981),Sharky's Machine,1981,Crime|Drama|Romance,Crime Drama Romance,Crime,3
5855,Shock Treatment (1981),Shock Treatment,1981,Comedy|Musical|Sci-Fi,Comedy Musical Sci-Fi,Comedy,3
5856,"Do You Remember Dolly Bell? (Sjecas li se, Dolly Bell) (1981)","Do You Remember Dolly Bell? (Sjecas li se, Dolly Bell)",1981,Comedy|Drama|Romance,Comedy Drama Romance,Comedy,3
5857,So Fine (1981),So Fine,1981,Comedy,Comedy,Comedy,1
5858,"Soupe aux Choux, La (1981)","Soupe aux Choux, La",1981,Comedy,Comedy,Comedy,1
5859,Southern Comfort (1981),Southern Comfort,1981,Drama|Thriller|War,Drama Thriller War,Drama,3
5860,Sphinx (1981),Sphinx,1981,Mystery|Thriller,Mystery Thriller,Mystery,2
5861,Tales of Ordinary Madness (Storie di Ordinaria Follia) (1981),Tales of Ordinary Madness (Storie di Ordinaria Follia),1981,Drama,Drama,Drama,1
5862,Student Bodies (1981),Student Bodies,1981,Comedy|Horror,Comedy Horror,Comedy,2
5863,Take This Job and Shove It (1981),Take This Job and Shove It,1981,Comedy,Comedy,Comedy,1
5864,"Tarzan, the Ape Man (1981)","Tarzan, the Ape Man",1981,Adventure,Adventure,Adventure,1
5865,Tattoo (1981),Tattoo,1981,Drama|Thriller,Drama Thriller,Drama,2
5866,They All Laughed (1981),They All Laughed,1981,Comedy,Comedy,Comedy,1
5867,Thief (1981),Thief,1981,Crime|Drama|Thriller,Crime Drama Thriller,Crime,3
5868,This Is Elvis (1981),This Is Elvis,1981,Documentary|Drama|Musical,Documentary Drama Musical,Documentary,3
5869,True Confessions (1981),True Confessions,1981,Crime|Drama,Crime Drama,Crime,2
5870,Revolution #9 (2001),Revolution #9,2001,Thriller,Thriller,Thriller,1
5871,Better Housekeeping (a.k.a. Good Housekeeping) (2000),Better Housekeeping (a.k.a. Good Housekeeping),2000,Comedy|Drama,Comedy Drama,Comedy,2
5872,Die Another Day (2002),Die Another Day,2002,Action|Adventure|Thriller,Action Adventure Thriller,Action,3
5873,The Emperor's Club (2002),The Emperor's Club,2002,Drama,Drama,Drama,1
5874,Friday After Next (2002),Friday After Next,2002,Comedy,Comedy,Comedy,1
5875,Personal Velocity (2002),Personal Velocity,2002,Drama,Drama,Drama,1
5876,"Quiet American, The (2002)","Quiet American, The",2002,Drama|Thriller|War,Drama Thriller War,Drama,3
5877,Smokers Only (Vagón Fumador) (2001),Smokers Only (Vagón Fumador),2001,Drama|Romance,Drama Romance,Drama,2
5878,Talk to Her (Hable con Ella) (2002),Talk to Her (Hable con Ella),2002,Drama|Romance,Drama Romance,Drama,2
5879,Eight Crazy Nights (Adam Sandler's Eight Crazy Nights) (2002),Eight Crazy Nights (Adam Sandler's Eight Crazy Nights),2002,Animation|Comedy|Musical,Animation Comedy Musical,Animation,3
5880,Extreme Ops (2002),Extreme Ops,2002,Action|Adventure|Crime|Thriller,Action Adventure Crime Thriller,Action,4
5881,Solaris (2002),Solaris,2002,Drama|Romance|Sci-Fi,Drama Romance Sci-Fi,Drama,3
5882,Treasure Planet (2002),Treasure Planet,2002,Adventure|Animation|Children|Sci-Fi|IMAX,Adventure Animation Children Sci-Fi IMAX,Adventure,5
5883,They (2002),They,2002,Horror|Thriller,Horror Thriller,Horror,2
5884,Chopper Chicks in Zombietown (1989),Chopper Chicks in Zombietown,1989,Comedy|Horror,Comedy Horror,Comedy,2
5885,"What to Do in Case of Fire (Was tun, wenn's brennt?) (2002)","What to Do in Case of Fire (Was tun, wenn's brennt?)",2002,Comedy|Drama,Comedy Drama,Comedy,2
5886,I Love You Too (Ik ook Van Jou) (2001),I Love You Too (Ik ook Van Jou),2001,Drama|Romance,Drama Romance,Drama,2
5887,Another You (1991),Another You,1991,Comedy,Comedy,Comedy,1
5888,Brother (Brat) (1997),Brother (Brat),1997,Crime|Drama,Crime Drama,Crime,2
5889,"Cruel Romance, A (Zhestokij Romans) (1984)","Cruel Romance, A (Zhestokij Romans)",1984,Drama|Romance,Drama Romance,Drama,2
5890,Elling (2001),Elling,2001,Comedy|Drama,Comedy Drama,Comedy,2
5891,I Spit on Your Grave (Day of the Woman) (1978),I Spit on Your Grave (Day of the Woman),1978,Horror|Thriller,Horror Thriller,Horror,2
5892,"Island at the Top of the World, The (1974)","Island at the Top of the World, The",1974,Action|Adventure|Children,Action Adventure Children,Action,3
5893,"Last Seduction, The (1994)","Last Seduction, The",1994,Crime|Drama|Thriller,Crime Drama Thriller,Crime,3
5894,"Last Seduction II, The (1999)","Last Seduction II, The",1999,Crime|Drama|Thriller,Crime Drama Thriller,Crime,3
5895,Making Contact (a.k.a. Joey) (1985),Making Contact (a.k.a. Joey),1985,Fantasy|Horror|Sci-Fi,Fantasy Horror Sci-Fi,Fantasy,3
5896,New Waterford Girl (1999),New Waterford Girl,1999,Comedy,Comedy,Comedy,1
5897,"Noah's Arc Principle, The (Arche Noah Prinzip, Das) (1984)","Noah's Arc Principle, The (Arche Noah Prinzip, Das)",1984,Sci-Fi,Sci-Fi,Sci-Fi,1
5898,"Sword and the Sorcerer, The (1982)","Sword and the Sorcerer, The",1982,Action|Adventure|Fantasy,Action Adventure Fantasy,Action,3
5899,Zulu (1964),Zulu,1964,Action|Drama|War,Action Drama War,Action,3
5900,Analyze That (2002),Analyze That,2002,Comedy|Crime,Comedy Crime,Comedy,2
5901,Empire (2002),Empire,2002,Crime|Drama,Crime Drama,Crime,2
5902,Adaptation (2002),Adaptation,2002,Comedy|Drama|Romance,Comedy Drama Romance,Comedy,3
5903,Equilibrium (2002),Equilibrium,2002,Action|Sci-Fi|Thriller,Action Sci-Fi Thriller,Action,3
5904,My Kingdom (2001),My Kingdom,2001,Drama,Drama,Drama,1
5905,Soap Girl (2002),Soap Girl,2002,Drama|Romance,Drama Romance,Drama,2
5906,It All Starts Today (Ça commence aujourd'hui) (1999),It All Starts Today (Ça commence aujourd'hui),1999,Drama,Drama,Drama,1
5907,Medea (1970),Medea,1970,Drama,Drama,Drama,1
5908,Scarlet Diva (2000),Scarlet Diva,2000,Drama,Drama,Drama,1
5909,Visitor Q (Bizita Q) (2001),Visitor Q (Bizita Q),2001,Comedy|Drama|Horror,Comedy Drama Horror,Comedy,3
5910,"Bolero (Uns et les autres, Les) (1981)","Bolero (Uns et les autres, Les)",1981,Drama|War,Drama War,Drama,2
5911,Urgh! A Music War (1981),Urgh! A Music War,1981,Documentary,Documentary,Documentary,1
5912,Hit the Bank (Vabank) (1981),Hit the Bank (Vabank),1981,Comedy|Crime,Comedy Crime,Comedy,2
5913,Warning for the Joensson Gang (Varning för Jönssonligan) (1981),Warning for the Joensson Gang (Varning för Jönssonligan),1981,Comedy|Crime,Comedy Crime,Comedy,2
5914,"Vernon, Florida (1981)","Vernon, Florida",1981,Documentary,Documentary,Documentary,1
5915,Victory (a.k.a. Escape to Victory) (1981),Victory (a.k.a. Escape to Victory),1981,Action|Drama|War,Action Drama War,Action,3
5916,Whose Life Is It Anyway? (1981),Whose Life Is It Anyway?,1981,Drama,Drama,Drama,1
5917,Zoot Suit (1981),Zoot Suit,1981,Drama|Musical,Drama Musical,Drama,2
5918,Alone in the Dark (1982),Alone in the Dark,1982,Horror,Horror,Horror,1
5919,Android (1982),Android,1982,Sci-Fi,Sci-Fi,Sci-Fi,1
5920,"Ace of Aces (a.k.a. Super Ace, The) (As des as, L') (1982)","Ace of Aces (a.k.a. Super Ace, The) (As des as, L')",1982,Adventure|Comedy,Adventure Comedy,Adventure,2
5921,Attack Force Z (a.k.a. The Z Men) (Z-tzu te kung tui) (1982),Attack Force Z (a.k.a. The Z Men) (Z-tzu te kung tui),1982,War,War,War,1
5922,Attila (Attila Flagello di Dio) (1982),Attila (Attila Flagello di Dio),1982,Action,Action,Action,1
5923,Author! Author! (1982),Author! Author!,1982,Comedy|Drama,Comedy Drama,Comedy,2
5924,Barbarosa (1982),Barbarosa,1982,Western,Western,Western,1
5925,"Beast Within, The (1982)","Beast Within, The",1982,Horror,Horror,Horror,1
5926,Best Friends (1982),Best Friends,1982,Comedy|Drama|Romance,Comedy Drama Romance,Comedy,3
