movieId,rating_count,rating_mean,first_rating_at,last_rating_at
98595,9,3.7222,2012-12-07 03:15:19,2019-08-18 02:36:54
98601,1,2.0,2012-12-04 21:01:37,2012-12-04 21:01:37
98604,399,3.8283,2012-12-04 18:27:07,2019-11-17 06:47:49
98607,217,3.765,2012-12-06 01:45:00,2019-11-18 20:18:01
98609,1,2.5,2012-12-04 23:29:18,2012-12-04 23:29:18
98611,5,3.5,2012-12-04 20:39:40,2018-12-17 09:58:53
98613,1,3.0,2012-12-04 23:28:43,2012-12-04 23:28:43
98617,1,2.5,2012-12-04 21:45:44,2012-12-04 21:45:44
98619,1,4.0,2012-12-04 21:55:18,2012-12-04 21:55:18
98621,19,3.2368,2013-03-17 03:00:29,2019-11-10 01:19:48
98623,25,3.08,2013-01-16 09:04:01,2019-09-19 06:44:11
98629,32,3.2656,2012-12-05 21:01:21,2019-02-23 14:26:31
98631,17,3.4706,2012-12-06 00:29:35,2019-11-08 09:00:19
98633,15,3.5,2012-12-30 05:15:05,2019-09-19 06:44:28
98636,14,3.2143,2015-04-25 09:47:15,2019-07-24 17:19:10
98643,1,3.0,2012-12-13 03:01:23,2012-12-13 03:01:23
98693,5,3.5,2012-12-06 19:04:49,2018-09-29 05:35:28
98695,7,3.8571,2015-04-08 07:41:05,2019-10-26 06:51:13
98697,12,3.375,2012-12-06 13:32:00,2019-10-04 09:51:08
98751,1,1.5,2012-12-08 03:16:39,2012-12-08 03:16:39
98755,21,2.9524,2012-12-27 18:28:04,2019-05-24 22:49:57
98757,5,2.8,2015-04-25 09:47:03,2019-09-04 08:03:08
98759,19,3.2368,2012-12-09 07:35:41,2019-09-19 06:44:05
98766,9,2.9444,2012-12-09 04:12:37,2018-07-29 21:16:50
98768,10,3.2,2012-12-23 22:43:07,2019-09-04 08:03:08
98783,7,2.7143,2013-05-01 11:43:28,2019-03-02 18:59:46
98786,7,1.9286,2012-12-10 01:28:59,2019-09-05 16:43:49
98788,2,3.0,2012-12-09 19:51:45,2012-12-13 02:57:45
98797,97,3.5773,2012-12-16 09:51:09,2019-11-17 20:49:33
98799,18,2.4722,2013-02-25 10:34:22,2019-10-07 19:26:25
98803,3,3.0,2012-12-13 02:55:37,2019-05-03 18:39:16
98805,4,2.75,2012-12-13 02:55:26,2017-05-10 01:10:30
98807,4,3.5,2012-12-13 02:55:14,2014-05-17 00:52:27
98809,10908,3.6632,2012-12-12 02:46:27,2019-11-20 19:06:28
98815,1,2.5,2012-12-11 02:46:12,2012-12-11 02:46:12
98819,1,2.5,2012-12-11 02:50:43,2012-12-11 02:50:43
98823,1,2.5,2017-07-22 19:48:38,2017-07-22 19:48:38
98825,4,3.375,2012-12-30 05:01:15,2019-06-08 04:28:01
98829,8,3.375,2013-05-01 12:10:22,2019-09-19 06:33:19
98834,7,3.3571,2012-12-31 02:24:38,2019-05-24 22:50:08
98836,92,3.0435,2012-12-11 15:56:27,2019-10-31 14:08:27
98838,48,2.4792,2012-12-22 11:06:21,2019-08-02 01:43:06
98840,9,3.2222,2012-12-11 15:31:42,2019-06-15 09:36:38
98842,7,3.0,2012-12-11 18:26:16,2018-08-23 12:54:43
98845,15,3.1,2012-12-11 22:07:10,2019-08-02 08:48:05
98847,16,3.0,2012-12-12 18:15:38,2019-09-19 06:36:11
98850,4,2.875,2013-05-01 12:22:59,2017-08-23 06:37:35
98852,23,3.6087,2012-12-19 05:35:50,2019-11-07 03:55:52
98854,9,3.0,2012-12-30 04:58:37,2019-11-09 21:42:11
98859,4,2.25,2012-12-12 15:35:57,2019-01-24 15:35:34
98861,6,3.25,2012-12-12 15:38:27,2019-06-30 02:30:48
98911,4,2.875,2014-06-21 01:47:59,2018-02-05 03:02:07
98913,9,3.6667,2012-12-13 08:36:57,2019-10-05 02:41:59
98922,25,3.7,2013-02-11 09:25:47,2019-06-15 10:37:13
98924,2,3.25,2016-01-02 10:20:00,2017-10-14 07:28:14
98927,12,3.375,2012-12-13 16:33:28,2017-07-31 02:27:36
98929,1,3.5,2012-12-13 19:39:05,2012-12-13 19:39:05
98931,1,3.0,2012-12-13 20:10:32,2012-12-13 20:10:32
98933,14,3.7143,2012-12-19 00:54:25,2019-09-02 00:31:31
98936,1,1.0,2012-12-13 21:41:38,2012-12-13 21:41:38
98938,3,2.3333,2012-12-13 22:52:37,2016-10-20 18:56:11
98943,1,4.0,2012-12-16 20:30:04,2012-12-16 20:30:04
98949,9,2.7222,2012-12-16 19:15:49,2019-06-02 07:54:21
98956,140,3.6179,2012-12-15 04:48:18,2019-11-15 15:37:03
98958,3,3.5,2012-12-15 20:55:09,2019-09-04 20:16:11
98961,3573,3.7109,2012-12-19 01:41:48,2019-11-21 03:30:14
98963,49,3.5306,2013-02-11 05:20:18,2019-11-14 22:31:03
98973,77,3.6948,2013-02-06 03:41:50,2019-11-08 18:05:23
98975,121,3.062,2012-12-19 01:14:15,2019-11-13 05:15:17
98981,70,3.15,2012-12-19 18:49:36,2019-11-10 01:19:45
98983,17,2.9118,2012-12-17 10:31:31,2019-10-04 09:51:32
98985,42,3.3571,2012-12-17 10:33:41,2019-09-06 19:12:30
98989,11,2.5455,2012-12-31 11:20:41,2019-05-24 22:49:25
98991,3,2.8333,2014-01-14 15:50:40,2016-02-15 13:38:29
98994,19,2.7895,2012-12-17 17:31:16,2019-07-27 12:17:01
98996,10,3.7,2012-12-17 17:31:14,2019-11-14 19:00:17
99007,2261,3.3306,2012-12-18 00:50:16,2019-11-20 01:04:47
99024,24,2.8958,2012-12-18 10:42:16,2019-05-08 23:12:10
99026,9,3.7222,2012-12-19 07:53:05,2019-08-25 14:18:56
99028,10,3.2,2012-12-18 13:15:19,2019-10-12 15:30:43
99030,89,3.2978,2013-02-12 08:02:26,2019-11-13 05:15:16
99041,26,2.7885,2012-12-19 01:23:53,2019-05-24 22:50:05
99043,13,3.1538,2012-12-20 21:10:18,2018-03-23 21:07:42
99045,28,3.9286,2012-12-19 13:10:59,2019-11-05 11:11:44
99047,81,3.1728,2012-12-19 07:24:18,2019-09-10 12:22:39
99050,9,3.3333,2012-12-19 19:40:50,2019-06-18 00:29:19
99054,10,3.5,2012-12-19 20:02:55,2019-06-19 03:38:40
99056,10,2.6,2012-12-20 06:56:26,2019-06-22 15:27:07
99058,48,3.0938,2012-12-19 22:31:03,2019-10-14 14:48:07
99061,20,2.7,2012-12-20 06:10:40,2018-12-15 01:29:20
99064,10,3.2,2012-12-20 06:18:39,2018-12-06 15:40:00
99068,6,3.0833,2012-12-20 19:45:02,2019-08-21 02:06:12
99085,1,2.5,2012-12-20 10:41:05,2012-12-20 10:41:05
99087,98,2.9694,2013-02-03 18:40:15,2019-10-26 06:49:50
99089,7,3.8571,2012-12-20 10:20:45,2018-12-17 09:58:32
99091,5,2.9,2017-05-14 23:39:01,2019-08-15 20:25:16
99106,177,2.8983,2012-12-21 00:27:10,2019-10-07 19:26:37
99108,18,2.6944,2012-12-21 10:07:48,2019-10-05 05:29:29
99110,58,3.0862,2013-04-29 21:15:15,2019-10-14 14:47:00
99112,3112,3.5236,2012-12-23 08:05:38,2019-11-18 21:26:03
99114,20687,4.0049,2012-12-22 13:40:14,2019-11-21 04:56:11
99117,806,3.1346,2012-12-23 03:58:41,2019-11-11 15:06:35
99122,9,2.8889,2012-12-21 16:48:35,2019-05-08 17:57:45
99124,27,2.7963,2012-12-21 16:52:49,2019-11-08 21:57:08
99126,10,3.15,2012-12-21 18:32:30,2019-06-19 04:56:51
99143,42,3.5,2012-12-23 10:36:32,2019-04-28 11:50:23
99145,1042,3.5969,2012-12-23 18:46:49,2019-11-14 21:42:42
99149,2243,3.5303,2012-12-26 02:25:35,2019-11-19 13:29:27
99169,4,2.75,2012-12-23 06:16:10,2018-12-29 01:41:36
99171,7,3.7143,2012-12-23 08:55:18,2019-05-24 22:49:59
99173,4,3.125,2012-12-23 09:19:04,2018-08-11 21:05:05
99178,64,3.25,2012-12-24 13:26:04,2019-09-28 12:48:28
99182,9,2.0,2012-12-23 21:21:30,2018-09-06 12:55:59
99191,24,3.25,2012-12-23 21:52:15,2019-10-04 09:51:23
99210,2,3.0,2012-12-28 01:18:52,2012-12-29 06:41:49
99217,47,3.266,2012-12-26 04:13:13,2019-05-24 22:49:24
99220,165,3.3424,2012-12-26 04:13:07,2019-09-10 16:26:54
99222,22,2.3182,2012-12-24 20:06:45,2019-07-12 08:25:33
99240,1,4.0,2013-01-28 12:42:35,2013-01-28 12:42:35
99243,1,5.0,2014-01-06 16:42:01,2014-01-06 16:42:01
99246,27,2.7778,2012-12-25 03:40:46,2019-11-08 07:42:21
99249,9,3.0556,2012-12-25 08:31:27,2018-10-19 17:42:34
99251,3,3.5,2012-12-25 09:57:04,2019-06-19 06:20:52
99258,19,3.2368,2012-12-25 10:03:33,2019-06-19 06:15:18
99260,6,1.9167,2013-03-26 21:54:56,2018-02-26 21:44:09
99270,3,2.8333,2012-12-25 20:55:25,2012-12-29 06:37:57
99273,4,2.875,2012-12-25 21:08:23,2018-02-12 19:01:43
99276,6,3.3333,2012-12-25 21:08:19,2018-09-05 16:05:57
99279,4,4.125,2013-03-18 07:17:14,2016-02-12 11:00:48
99285,1,4.5,2018-12-30 20:18:05,2018-12-30 20:18:05
99287,3,3.0,2012-12-26 14:01:40,2019-02-26 11:20:44
99289,1,3.0,2012-12-26 14:01:08,2012-12-26 14:01:08
99294,17,3.2353,2012-12-26 20:08:43,2019-09-07 22:35:21
99305,126,3.7659,2012-12-27 07:41:34,2019-09-04 20:16:14
99308,4,2.875,2012-12-27 05:28:50,2019-10-04 09:51:13
99314,2,1.25,2015-03-09 19:22:20,2019-05-23 21:19:31
99325,4,3.75,2013-01-09 20:58:58,2019-05-24 22:49:53
99327,12,1.9583,2012-12-28 17:06:46,2019-10-04 09:51:20
99337,4,3.875,2012-12-28 17:51:28,2019-10-03 16:34:08
99343,7,2.9286,2012-12-31 18:32:08,2017-04-21 15:21:03
99345,1,3.0,2013-08-29 20:49:54,2013-08-29 20:49:54
99347,2,1.75,2012-12-28 23:43:37,2013-06-09 15:01:24
99351,18,2.1944,2012-12-29 02:20:20,2019-07-09 06:19:00
99355,8,3.125,2012-12-29 06:42:48,2019-04-24 21:53:37
99364,13,3.2308,2012-12-29 18:30:35,2019-08-22 10:46:43
99367,39,2.9615,2012-12-29 19:16:46,2019-08-07 21:40:13
99371,115,2.8174,2012-12-29 19:16:49,2019-11-11 16:09:20
99373,26,2.9038,2014-01-12 12:17:54,2019-07-24 07:15:41
99380,16,2.7812,2012-12-30 04:52:30,2019-03-30 12:52:29
99384,6,2.9167,2013-01-06 12:59:04,2018-12-18 07:39:29
99387,20,3.4,2012-12-30 08:19:12,2018-11-04 18:01:09
99395,8,2.875,2012-12-30 22:53:14,2017-11-19 18:56:39
99397,13,3.3462,2012-12-30 22:56:43,2015-08-10 00:13:16
99400,11,2.0,2012-12-31 00:38:12,2019-05-12 10:19:41
99402,20,3.25,2012-12-31 11:02:24,2019-11-10 01:19:46
99413,51,3.1765,2013-01-02 01:48:46,2019-06-28 10:44:20
99415,93,3.0538,2013-01-01 01:36:03,2019-09-30 19:29:55
99417,15,2.6667,2013-01-01 02:25:19,2019-03-12 06:41:43
99434,24,3.4167,2013-01-07 05:50:33,2019-09-03 19:33:59
99437,523,3.3987,2013-01-01 19:20:56,2019-11-13 05:15:16
99439,1,3.0,2013-01-01 19:51:07,2013-01-01 19:51:07
99441,13,3.5,2013-01-01 20:24:18,2019-09-04 08:03:22
99444,8,2.9375,2013-02-14 07:03:08,2019-08-01 02:07:31
99446,1,3.0,2013-01-02 06:21:45,2013-01-02 06:21:45
99452,8,3.25,2013-01-02 07:33:04,2019-05-24 22:49:57
99468,133,3.8797,2013-01-03 03:01:37,2019-11-08 19:36:35
99470,210,3.269,2013-01-28 18:07:47,2019-11-13 05:15:16
99478,11,2.6818,2013-01-15 03:17:41,2019-06-28 22:54:42
99487,25,2.22,2013-02-02 05:17:32,2019-05-24 22:49:59
99489,1,4.5,2013-01-02 20:46:40,2013-01-02 20:46:40
99493,6,3.5833,2013-01-03 01:31:31,2017-10-04 18:31:48
99495,8,3.375,2013-01-03 05:50:03,2017-09-28 03:57:30
99497,2,2.75,2013-01-03 07:05:05,2015-07-05 22:28:53
99499,11,2.7273,2013-03-24 07:18:53,2019-11-18 04:21:36
99502,23,2.8261,2013-01-03 12:23:15,2019-10-04 09:51:36
99513,6,3.5,2016-02-12 04:35:35,2019-05-24 22:49:57
99515,2,4.25,2015-05-03 11:35:55,2016-02-14 22:26:35
99517,2,3.0,2013-01-06 01:59:45,2018-03-23 20:41:12
99519,1,2.5,2013-01-28 12:42:52,2013-01-28 12:42:52
99521,3,2.6667,2013-01-28 12:43:07,2019-07-05 00:25:37
99523,12,3.1667,2013-01-05 17:10:25,2019-08-09 06:12:53
99525,21,2.4048,2013-01-03 16:04:27,2019-03-29 16:53:25
99530,125,3.58,2013-01-04 02:03:21,2019-10-03 17:51:48
99537,97,3.3866,2013-01-04 05:38:19,2019-11-13 23:10:43
99539,6,2.9167,2013-01-04 06:07:44,2019-02-14 23:22:13
99549,21,2.8095,2013-01-04 15:44:59,2019-10-07 19:26:26
99560,13,3.3077,2013-01-06 01:56:05,2019-09-04 20:16:05
99562,2,3.75,2015-07-17 13:57:52,2016-12-13 07:09:59
99564,4,2.5,2013-01-04 16:09:20,2015-07-06 20:01:42
99566,1,3.5,2013-01-04 17:04:32,2013-01-04 17:04:32
99570,2,3.25,2013-01-04 18:03:30,2019-10-04 09:51:10
99574,212,3.283,2013-01-04 20:23:52,2019-11-13 15:52:58
99591,10,3.15,2013-05-03 04:02:05,2019-06-29 23:43:49
99594,10,2.8,2013-01-05 17:37:57,2019-10-04 09:51:41
99596,4,2.375,2013-03-18 12:12:20,2018-01-22 12:57:07
99598,7,2.1429,2013-01-05 19:42:48,2018-12-18 07:45:01
99600,7,3.0714,2013-01-05 19:51:26,2019-03-31 17:34:21
99602,25,3.66,2013-01-05 20:34:31,2019-06-29 03:01:45
99607,8,2.6875,2013-01-06 06:35:53,2017-02-10 21:03:58
99611,3,2.6667,2013-01-06 09:31:27,2017-12-06 22:04:49
99613,19,3.3684,2013-01-07 01:32:29,2019-05-01 10:22:02
99615,10,2.4,2013-01-06 09:51:30,2017-01-12 20:56:20
99633,58,3.0086,2013-01-08 00:42:04,2019-09-19 14:03:33
99636,74,3.6149,2013-01-07 00:07:21,2019-11-15 15:37:03
99638,26,3.6154,2013-01-07 00:54:03,2019-11-13 05:15:13
99640,28,3.2679,2013-01-07 02:51:25,2019-11-02 02:29:27
99642,40,3.3125,2013-01-07 03:01:09,2019-11-13 05:15:10
99644,10,2.8,2013-01-07 03:17:14,2019-05-22 17:35:46
99659,4,2.625,2013-01-08 08:40:42,2017-10-14 07:28:14
99663,4,2.375,2013-04-29 06:55:23,2019-05-24 22:46:42
99665,8,2.875,2013-01-07 09:58:42,2019-08-14 15:46:09
99667,3,3.5,2013-01-09 20:55:26,2019-05-24 22:50:00
99669,28,3.0536,2013-01-07 16:40:58,2019-05-06 04:17:38
99671,2,3.0,2013-01-07 20:46:00,2019-02-26 11:20:37
99673,2,3.5,2013-01-07 21:04:49,2016-11-15 14:43:30
99675,22,3.4773,2013-02-21 21:29:42,2019-09-02 17:57:52
99677,7,2.3571,2013-01-08 00:42:20,2019-04-01 02:42:19
99687,14,2.7143,2013-01-08 16:01:37,2019-05-24 22:50:04
99689,7,3.2143,2013-01-08 16:30:07,2019-09-04 08:03:24
99691,15,2.9333,2013-01-10 20:45:01,2019-09-02 17:57:56
99695,25,3.0,2013-01-08 23:51:40,2019-08-22 10:46:42
99699,2,2.25,2013-01-09 06:50:56,2014-10-03 23:24:29
99706,5,3.2,2013-01-10 06:00:16,2017-09-10 16:18:03
99708,12,3.0833,2013-01-10 06:19:07,2017-10-09 15:47:34
99717,1,3.5,2018-08-30 04:11:56,2018-08-30 04:11:56
99721,138,2.6014,2013-01-15 08:36:16,2019-11-12 23:07:50
99724,6,3.3333,2015-01-12 03:19:17,2019-05-24 22:49:26
99726,3,2.6667,2013-01-10 20:22:49,2013-09-06 11:13:32
99728,922,3.1876,2013-01-12 23:37:16,2019-11-18 21:25:55
99731,23,2.6087,2013-02-06 20:17:37,2019-11-15 04:12:55
99733,11,2.5909,2013-01-12 14:58:53,2019-05-24 22:49:14
99735,2,2.5,2013-01-11 05:05:55,2014-06-19 05:42:37
99737,3,2.8333,2013-01-11 05:12:32,2014-06-19 05:35:31
99739,12,2.0833,2013-01-11 09:31:35,2019-09-03 19:34:10
99741,135,3.2593,2013-02-09 09:15:09,2019-09-27 14:09:41
99744,13,2.7692,2013-01-11 21:17:55,2019-05-24 22:49:50
99746,26,2.8462,2013-01-12 14:58:29,2019-08-06 08:16:10
99750,300,3.3733,2013-02-09 19:59:46,2019-11-17 02:53:03
99758,3,2.1667,2013-01-13 16:25:35,2018-07-18 10:45:02
99760,5,3.8,2013-11-20 21:36:01,2019-07-11 15:36:07
99764,406,4.0037,2013-01-13 03:11:06,2019-11-18 05:33:22
99768,8,2.75,2013-01-13 09:03:49,2018-12-18 07:45:18
99787,129,2.314,2013-02-06 12:03:19,2019-11-18 20:35:39
99792,6,3.1667,2013-01-13 18:46:52,2018-03-26 16:48:21
99795,57,3.4912,2013-01-13 23:10:52,2019-10-24 15:03:19
99798,3,3.5,2013-01-14 00:40:52,2017-07-21 18:20:03
99807,4,2.625,2013-02-25 10:35:05,2015-12-15 07:14:40
99809,15,3.7,2014-02-04 03:48:10,2019-05-24 22:49:53
99811,58,3.6638,2013-05-25 06:17:35,2019-11-02 12:27:35
99815,4,2.75,2013-01-24 06:45:12,2016-05-09 08:52:34
99820,13,1.8077,2013-01-15 03:39:49,2019-02-09 12:14:50
99822,14,2.1429,2013-09-05 22:56:42,2019-02-09 12:14:42
99826,12,3.3333,2013-01-15 04:12:11,2019-11-13 05:15:09
99839,33,3.5303,2013-01-16 16:50:41,2018-07-12 17:11:59
99841,37,3.6216,2013-01-16 04:04:19,2019-03-29 16:53:27
99843,24,3.6042,2013-02-18 01:54:33,2019-04-08 18:12:01
99846,33,3.5455,2013-01-15 23:22:13,2019-11-02 01:43:20
99848,1,3.0,2018-08-25 17:13:51,2018-08-25 17:13:51
99850,5,2.9,2013-01-16 23:57:40,2016-10-20 02:24:53
99853,7,2.3571,2013-06-09 14:56:59,2018-03-07 07:51:50
99855,7,2.9286,2013-01-16 01:14:34,2019-05-30 11:04:27
99866,3,2.3333,2013-01-16 19:26:49,2016-01-30 09:45:29
99889,15,3.5,2013-02-26 22:53:04,2019-05-24 22:50:03
99893,3,3.5,2013-01-17 16:52:35,2018-03-23 21:08:01
99895,7,3.1429,2013-01-17 17:00:20,2019-09-29 19:37:33
99901,2,1.75,2013-01-19 21:29:07,2014-01-14 17:29:17
99904,6,2.1667,2013-01-31 14:29:30,2017-02-10 21:04:23
99906,30,3.1,2013-01-18 14:49:07,2019-11-02 17:29:30
99910,729,3.0665,2013-01-23 06:14:55,2019-10-23 01:34:31
99912,899,3.1318,2013-01-19 23:24:02,2019-11-12 23:07:52
99915,9,3.1667,2013-01-18 21:09:45,2019-10-17 16:51:12
99917,781,3.5832,2013-02-04 01:45:20,2019-11-19 07:01:02
99919,1,3.0,2013-01-19 01:17:56,2013-01-19 01:17:56
99922,3,2.8333,2013-01-19 04:42:01,2018-12-18 07:39:31
99925,9,3.6667,2013-01-19 05:42:29,2017-07-02 04:23:06
99933,2,2.5,2016-02-12 10:11:04,2018-08-19 14:33:43
99939,2,4.0,2013-01-19 20:02:55,2019-10-08 10:10:23
99941,4,2.375,2013-01-19 20:06:25,2017-02-01 20:30:47
99946,5,3.6,2013-01-19 20:11:24,2016-11-15 14:43:31
99957,252,2.9921,2013-01-20 17:25:58,2019-10-22 23:31:17
99960,6,4.25,2013-01-20 20:01:22,2019-05-24 22:49:24
99962,16,3.625,2013-01-20 20:02:08,2019-10-14 16:19:09
99964,43,3.6977,2013-01-20 20:36:27,2019-09-10 12:22:40
99968,72,3.125,2013-02-09 21:20:30,2019-10-09 04:50:08
99970,3,3.6667,2013-01-21 18:23:36,2016-05-13 14:48:14
99986,81,3.5247,2013-01-27 21:59:37,2019-11-13 05:11:43
99989,9,3.9444,2013-01-21 13:36:34,2019-06-26 18:55:17
99992,67,3.2836,2013-03-12 22:59:54,2019-06-29 17:35:18
99996,108,3.5231,2013-01-21 20:03:14,2019-10-12 22:04:02
99999,5,3.6,2013-01-22 15:51:04,2015-12-15 13:59:58
100001,3,2.6667,2015-08-22 20:07:06,2019-01-06 21:24:19
100003,3,3.6667,2013-03-11 14:52:59,2014-06-09 18:07:30
100008,14,3.5714,2013-01-23 02:50:48,2018-05-24 20:54:37
100015,3,2.1667,2013-01-22 05:57:35,2018-12-18 07:45:27
100017,26,3.0,2013-01-22 06:07:45,2019-09-02 00:31:31
100032,18,3.7222,2013-01-30 12:55:36,2019-06-26 03:19:49
100034,36,3.0833,2013-01-22 18:32:35,2019-10-07 19:26:21
100036,17,3.4412,2013-01-22 23:56:01,2018-04-23 01:55:24
100038,13,3.4231,2013-04-18 02:32:29,2019-07-04 06:47:50
100040,3,2.6667,2013-01-23 14:44:33,2019-09-17 22:19:03
100042,4,3.375,2013-01-23 23:34:37,2018-12-30 04:32:14
100044,326,4.1871,2013-01-23 06:27:56,2019-11-07 22:46:01
100046,28,3.7857,2013-01-25 16:30:00,2019-02-11 10:13:49
100048,10,3.35,2013-01-29 07:33:21,2019-05-30 11:04:02
100052,11,2.1364,2013-01-23 15:50:02,2018-09-08 01:41:05
100054,5,3.3,2013-01-24 01:41:34,2019-07-06 09:45:21
100056,11,2.7273,2013-01-24 06:39:54,2018-06-13 20:51:04
100058,24,3.0208,2013-01-24 21:22:22,2019-10-07 19:26:25
100060,38,3.75,2013-10-04 16:49:35,2019-10-30 08:55:05
100062,41,3.5488,2014-03-12 03:23:33,2019-11-16 23:01:15
100070,13,3.5385,2013-01-24 17:24:50,2018-06-07 17:17:42
100072,6,3.25,2013-01-24 17:25:35,2016-07-14 20:19:44
100075,17,2.7353,2013-01-25 05:37:56,2017-08-08 13:02:07
100077,5,3.1,2013-01-25 17:44:15,2019-06-21 06:48:49
100079,3,2.3333,2013-01-25 19:01:24,2019-04-20 18:17:57
100081,7,3.0714,2013-01-25 20:45:59,2019-01-07 15:58:50
100083,592,2.3598,2013-01-27 21:43:18,2019-11-19 00:22:49
100087,26,2.9231,2013-01-29 15:28:23,2019-07-30 12:44:39
100091,6,3.0833,2013-01-26 04:26:27,2019-04-02 16:08:18
100096,6,3.3333,2013-01-26 18:24:59,2019-07-02 03:10:45
100099,5,4.2,2013-01-26 19:16:12,2018-06-30 12:13:05
100101,3,4.0,2013-01-26 19:19:00,2016-01-02 10:19:57
100103,3,0.5,2013-05-23 14:39:13,2019-02-26 11:20:44
100106,242,3.7686,2013-01-26 19:43:35,2019-10-24 15:03:01
100108,538,3.1691,2013-01-30 07:13:43,2019-10-04 09:51:42
100131,2,1.5,2013-01-27 04:55:56,2013-04-05 01:04:51
100138,28,4.0179,2013-02-27 04:55:39,2019-07-08 22:53:40
100143,11,3.2273,2013-08-13 16:11:06,2019-05-24 22:49:59
100145,3,3.8333,2013-01-28 00:54:55,2017-05-08 21:56:18
100150,25,3.2,2013-01-28 18:18:41,2019-09-22 19:07:41
100155,3,3.1667,2013-05-24 21:19:43,2015-12-15 07:14:00
100157,18,3.0556,2013-01-29 03:33:03,2019-11-16 07:06:02
100159,230,3.3522,2013-03-05 10:35:18,2019-11-13 11:40:30
100161,2,3.25,2013-01-28 17:00:52,2013-01-31 01:13:39
100163,1287,2.9619,2013-01-30 12:52:14,2019-11-18 21:25:56
100167,4,3.125,2013-01-28 18:49:32,2018-02-25 11:59:33
100169,85,2.9647,2013-01-28 19:44:13,2019-11-08 18:13:12
100171,9,2.9444,2013-01-28 21:25:13,2019-06-19 06:01:08
100173,10,2.1,2013-06-03 20:01:25,2018-12-18 07:39:18
100180,5,1.4,2013-01-29 11:51:08,2017-06-23 08:31:20
100183,2,4.0,2013-08-31 20:56:08,2019-05-24 22:50:00
100185,73,3.5822,2013-02-09 21:12:37,2019-10-29 11:00:57
100194,65,3.7538,2013-01-30 01:38:01,2019-10-07 19:26:25
100196,36,3.8194,2013-01-30 12:04:41,2019-02-28 19:58:20
100198,3,1.0,2013-06-09 14:56:42,2017-02-10 10:12:37
100200,7,2.2143,2013-02-05 22:07:32,2019-02-10 19:07:17
100203,1,2.5,2016-04-02 14:36:52,2016-04-02 14:36:52
100205,21,2.881,2013-02-02 07:11:58,2019-09-18 20:29:35
100210,14,3.8214,2013-04-05 00:58:17,2019-05-24 22:50:04
100229,5,3.3,2014-02-05 06:48:02,2018-12-16 04:30:22
100232,2,2.75,2014-01-11 14:31:58,2016-05-09 08:52:06
100238,28,3.3393,2013-03-21 17:30:49,2019-03-03 07:50:17
100240,10,3.3,2013-01-31 16:22:50,2019-03-01 04:11:26
100244,331,3.4169,2013-06-21 02:05:11,2019-10-19 00:26:37
100246,3,3.6667,2013-02-01 15:38:07,2019-09-19 06:39:59
100248,13,3.2692,2013-02-03 22:36:35,2017-07-30 01:52:53
100251,7,2.7143,2017-08-15 18:30:23,2019-01-23 14:37:07
100253,2,3.5,2013-02-10 20:07:08,2018-03-16 09:58:54
100255,2,2.75,2013-02-03 21:30:50,2014-08-02 00:42:20
100257,1,2.0,2013-02-03 21:34:03,2013-02-03 21:34:03
100259,3,3.3333,2014-07-19 19:36:45,2018-03-31 17:08:30
100264,9,3.2778,2013-02-03 22:31:49,2019-11-04 21:11:38
100270,17,3.4118,2013-02-03 23:19:37,2019-09-19 17:43:35
100272,78,3.859,2013-02-03 23:29:05,2019-11-10 01:19:49
100275,8,2.75,2013-02-04 03:56:00,2019-11-08 01:09:41
100277,49,3.5306,2013-02-04 03:55:57,2019-05-26 21:26:54
100287,12,3.7917,2013-02-16 22:38:33,2019-10-04 09:51:43
100289,15,3.7667,2013-02-09 18:45:12,2019-10-09 23:48:09
100291,5,3.4,2014-07-09 04:46:19,2018-05-26 10:12:29
100294,1,3.5,2014-07-19 19:36:33,2014-07-19 19:36:33
100302,631,3.2884,2013-02-04 16:51:02,2019-11-03 16:31:38
100304,30,3.15,2013-02-04 19:16:36,2019-09-19 12:09:00
100308,11,3.5,2013-02-05 22:30:59,2019-04-04 05:03:27
100315,1,3.0,2016-08-10 01:01:04,2016-08-10 01:01:04
100322,54,3.2315,2013-03-08 16:22:20,2019-11-05 11:11:48
100324,5,3.0,2013-10-03 15:35:33,2019-05-24 22:50:00
100326,212,3.1014,2013-02-07 00:16:19,2019-11-13 13:07:32
100328,16,2.875,2013-02-21 21:09:10,2019-09-02 17:57:51
100330,2,3.5,2013-02-05 17:56:45,2017-01-14 12:03:34
100334,2,3.25,2013-02-05 19:22:03,2016-02-14 22:27:12
100336,52,3.6154,2013-02-05 20:30:05,2019-11-15 15:37:02
100338,2,3.5,2013-02-05 21:44:18,2015-01-06 02:55:46
100344,204,3.6912,2013-02-06 05:11:30,2019-11-13 20:07:23
100347,3,2.5,2013-12-27 20:26:34,2016-01-22 02:21:18
100359,78,2.8333,2013-02-20 19:43:47,2019-09-10 12:22:30
100361,5,2.8,2013-02-07 18:41:09,2016-12-20 15:18:30
100365,9,3.6667,2013-02-07 20:31:37,2019-05-24 22:50:04
100368,11,3.6364,2013-02-08 03:19:17,2019-04-04 05:03:21
100370,2,3.25,2013-02-08 08:34:29,2015-12-15 07:01:01
100372,4,3.25,2013-02-08 08:39:50,2018-07-01 15:36:54
100383,1593,3.5276,2013-02-09 02:49:42,2019-11-17 01:14:08
100385,9,2.6111,2013-08-26 18:17:36,2017-05-08 14:06:13
